record_id,question_id,llm_decision,llm_reason_codes,llm_confidence,llm_model,llm_reasoning_effort,decision_authority,status
REC-PUBMED-11274239,B2,deprioritize,animal_term_present|off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11276634,B3,retain,population|exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1127807,A1,uncertain,population|exposure|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11285998,B1,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11285998,B2,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1129252,A1,deprioritize,animal_term_present|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11294578,A1,retain,outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11305651,B3,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11305809,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11306457,B2,deprioritize,off_topic|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11308155,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11309293,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11310216,B2,deprioritize,animal_term_present|population|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11314470,B1,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11316240,B1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11319386,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11325895,A2,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11332696,B2,deprioritize,animal_term_present|population|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11333098,A2,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11333475,B1,deprioritize,off_topic|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11334321,B2,deprioritize,outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11337371,B2,deprioritize,animal_term_present|off_topic|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11339427,B2,deprioritize,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11340356,B2,retain,population|outcome|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11341364,A1,deprioritize,animal_term_present|exposure|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11353784,B2,deprioritize,animal_term_present|off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11374034,A1,retain,exposure|outcome|human_signal|animal_term_present|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11374580,B3,deprioritize,exposure|outcome|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11378658,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11380831,B3,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11382681,B1,deprioritize,outcome|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11383324,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11384862,B2,deprioritize,exposure|animal_term_present|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1138547,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11393368,B1,deprioritize,animal_term_present|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11394626,B2,deprioritize,population|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11395297,B2,deprioritize,off_topic|exposure|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11396734,B3,deprioritize,exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11399920,B3,deprioritize,animal_term_present|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11407980,B2,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11408712,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11409490,A2,deprioritize,off_topic|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11410334,A1,deprioritize,animal_term_present|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11410932,A1,retain,exposure|outcome|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1141226,A1,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11413535,B2,deprioritize,exposure|human_signal|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11416968,B2,deprioritize,outcome|human_signal|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1142015,A1,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11422773,A2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11425653,A2,deprioritize,animal_term_present|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11440097,B2,deprioritize,outcome|human_signal|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11441291,B2,deprioritize,exposure|off_topic|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11441470,B2,deprioritize,exposure|outcome|off_topic|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11441979,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11443772,B2,deprioritize,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11450835,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11452703,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11455270,B2,deprioritize,off_topic|exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11455667,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11464680,B2,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11465241,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11473183,A2,deprioritize,off_topic|exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11476421,A1,retain,exposure|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11485016,B2,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11490528,B2,deprioritize,exposure|outcome|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11491134,B2,deprioritize,off_topic|exposure|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11501507,B2,deprioritize,exposure|human_signal|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11503010,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11507845,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11515183,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11515734,B2,deprioritize,exposure|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11516453,A1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11522011,A1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11522087,B2,deprioritize,population|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11522093,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11523624,B2,deprioritize,off_topic|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1154370,B1,deprioritize,population|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11560452,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11562285,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11564701,A1,deprioritize,exposure|outcome|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11565039,A2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1157307,B3,deprioritize,off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11576360,B2,deprioritize,off_topic|population|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11576883,B2,deprioritize,off_topic|outcome|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11576942,B2,deprioritize,exposure|human_signal|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11580082,A1,deprioritize,exposure|outcome|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11583328,A2,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11585374,B2,deprioritize,exposure|outcome|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11586070,B2,deprioritize,animal_term_present|population|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11588319,A2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11601930,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1162800,B1,retain,population|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1163676,B2,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11641264,A1,deprioritize,animal_term_present|exposure|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11641806,B1,deprioritize,off_topic|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1164240,A1,retain,exposure|outcome|human_signal|population|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11672753,A2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-116737,B2,deprioritize,population|animal_term_present|off_topic|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11675047,B2,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11678865,A2,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11679963,B2,deprioritize,animal_term_present|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11680662,B2,deprioritize,exposure|outcome|population|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11685046,A2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11688655,B3,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11689145,B2,deprioritize,human_signal|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11689385,B2,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11689386,B2,deprioritize,population|outcome|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11689387,B2,deprioritize,population|exposure|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11689388,B2,deprioritize,population|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11689389,B2,deprioritize,exposure|off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11691644,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11694617,A1,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11695287,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11697365,B1,deprioritize,animal_term_present|population|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11701698,B2,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11703581,B2,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11703950,A2,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11704205,B2,deprioritize,off_topic|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11704225,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11705306,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11705309,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11706307,B2,deprioritize,population|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11708455,B3,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11712286,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11715639,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11717565,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11721154,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11721154,B2,deprioritize,human_signal|exposure|outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11722425,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11724771,A1,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11728986,B2,deprioritize,exposure|human_signal|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11732334,A1,deprioritize,exposure|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11739110,B2,deprioritize,animal_term_present|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11739115,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11742930,A1,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11743562,A1,retain,population|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11743608,B2,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11744805,B2,deprioritize,population|exposure|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11746268,B2,deprioritize,population|animal_term_present|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11751517,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11757205,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11766299,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11767164,B3,retain,outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11770591,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11770836,B2,deprioritize,exposure|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11774096,B2,deprioritize,off_topic|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11776312,A1,deprioritize,exposure|outcome|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11779200,B2,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11781234,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11784873,B1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11785935,B3,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11791774,B1,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11792606,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11794970,A1,retain,exposure|outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11800597,A2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11800598,A2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11803167,B2,deprioritize,exposure|animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11809001,B2,deprioritize,exposure|off_topic|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11811018,A2,deprioritize,off_topic|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11813613,A1,retain,human_signal|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1182092,A1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11824251,B2,deprioritize,off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11824435,A1,retain,population|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11828999,A1,deprioritize,exposure|outcome|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11829203,A2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11831865,A1,deprioritize,exposure|outcome|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11834431,B2,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11834913,A2,retain,exposure|outcome|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11836046,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11843839,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11849221,A1,retain,exposure|population|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11849621,B3,deprioritize,exposure|human_signal|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11853032,B2,deprioritize,exposure|outcome,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11857922,B2,retain,exposure|outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11858366,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11862237,A1,retain,exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11867932,B2,deprioritize,exposure|outcome|human_signal|design_signal|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11869618,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1187683,A1,deprioritize,exposure|outcome|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11877267,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11878101,B2,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11880108,B3,deprioritize,off_topic|human_signal|outcome|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11885026,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11887562,A1,retain,human_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1189983,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11907958,A2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11909970,B2,deprioritize,design_signal|off_topic|insufficient_abstract,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11912261,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11914655,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11918219,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1192433,B1,deprioritize,animal_term_present|off_topic|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11924555,A2,retain,population|exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11926893,A2,deprioritize,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11931627,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11934649,B2,deprioritize,animal_term_present|off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11942324,B3,uncertain,animal_term_present|human_signal|outcome|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11956143,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11956476,B2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11980300,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11994570,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11994852,B1,deprioritize,animal_term_present|population|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12005242,B2,deprioritize,exposure|human_signal|design_signal|population|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12009004,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12010610,B1,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12011822,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12015098,B3,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12015155,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12018632,B2,deprioritize,off_topic|exposure|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12025786,A2,deprioritize,population|exposure|outcome|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12033506,B2,deprioritize,animal_term_present|off_topic|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12035135,A2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12039990,B2,deprioritize,exposure|outcome|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12042901,B1,retain,population|exposure|outcome|human_signal|design_signal|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12045831,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12046041,B2,deprioritize,population|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12046257,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1204832,A1,deprioritize,population|exposure|outcome|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12048937,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12050097,B2,deprioritize,animal_term_present|population|exposure|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12064463,B2,deprioritize,exposure|design_signal|off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12067826,B1,retain,population|exposure|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12068844,A1,deprioritize,exposure|off_topic|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12073154,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-12073196,A2,deprioritize,exposure|off_topic|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
