legacy_rule_id,ingredient_id,rule_name_ko,legacy_review_status,quarantine_status,protocol_question_candidate,candidate_scope,currently_exposed_by_study_filter,thesis_mode_eligible,source_ref_count,evidence_ref_count,missing_source_ref_count,missing_evidence_ref_count,missing_locator_count,non_full_text_support_count,evidence_verification_statuses,issue_codes
RULE-LUTEIN-HIGHDose-REVIEW,lutein_zeaxanthin,고함량 루테인 제품 수동검토,starter_validated,legacy_unverified,none,future_scope,false,false,3,3,0,0,0,3,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MILKTHISTLE-QUALITY-VERIFY,milk_thistle_silymarin,밀크씨슬 제품 품질 검증,starter_validated,legacy_unverified,none,exploratory_demo,true,false,1,1,0,0,0,1,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MILKTHISTLE-ALLERGY-ASTERACEAE,milk_thistle_silymarin,밀크씨슬과 국화과 알레르기,starter_validated,legacy_unverified,none,exploratory_demo,true,false,1,1,0,0,0,1,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MILKTHISTLE-PREGNANCY,milk_thistle_silymarin,임신·수유 중 밀크씨슬 수동검토,starter_validated,legacy_unverified,none,exploratory_demo,true,false,1,1,0,0,0,1,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MILKTHISTLE-NARROWTI-REVIEW,milk_thistle_silymarin,밀크씨슬 + 협소치료역 약물 수동검토,starter_validated,legacy_unverified,none,exploratory_demo,true,false,3,3,0,0,0,3,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PROBIOTICS-CRITICALLYILL-REVIEW,probiotics,중증입원·수술후·중심정맥관 환자의 프로바이오틱스 수동검토,starter_validated,legacy_unverified,none,future_scope,false,false,4,4,0,0,0,4,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PROBIOTICS-CANCER-REVIEW,probiotics,암 환자의 프로바이오틱스 임상검토,starter_validated,legacy_unverified,none,future_scope,false,false,2,2,0,0,0,2,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-BCOMPLEX-DECOMPOSE,vitamin_b_complex,비타민 B 복합체는 성분별로 분해 판정,starter_validated,legacy_unverified,none,future_scope,false,false,6,6,0,0,0,6,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-B12-METFORMIN-PPI,vitamin_b12,비타민 B12와 metformin/PPI 장기사용,starter_validated,legacy_unverified,none,future_scope,false,false,3,3,0,0,0,3,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-FOLATE-METHOTREXATE-REVIEW,folic_acid,엽산 + methotrexate 사용 맥락 분리,starter_validated,legacy_unverified,none,future_scope,false,false,1,1,0,0,0,1,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MAG-PPI-LOWMAG,magnesium_supplement,마그네슘과 장기 PPI 사용,starter_validated,legacy_unverified,none,future_scope,false,false,2,2,0,0,0,2,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MAG-DIURETIC-STATUS,magnesium_supplement,마그네슘과 loop/thiazide 이뇨제,starter_validated,legacy_unverified,none,future_scope,false,false,1,1,0,0,0,1,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MVMS-DECOMPOSE,multivitamin_multimineral,멀티비타민/미네랄은 성분별로 분해 판정,starter_validated,legacy_unverified,none,exploratory_demo,true,false,3,3,0,0,0,3,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MVMS-DUPLICATE-UL,multivitamin_multimineral,멀티비타민과 단일 영양소 중복 복용 확인,starter_validated,legacy_unverified,none,exploratory_demo,true,false,1,1,0,0,0,1,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MVMS-WARFARIN-VITK,multivitamin_multimineral,warfarin 사용자의 비타민K 포함 멀티비타민 주의,starter_validated,legacy_unverified,none,exploratory_demo,true,false,1,1,0,0,0,1,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MVMS-PRENATAL-FOLATE-CHECK,multivitamin_multimineral,임신·가임기 멀티비타민의 엽산 총량 확인,starter_validated,legacy_unverified,none,exploratory_demo,true,false,3,3,0,0,0,3,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MVMS-PREGNANCY-VITA-CHECK,multivitamin_multimineral,임신·가임기 멀티비타민의 프리폼드 비타민A 확인,starter_validated,legacy_unverified,none,exploratory_demo,true,false,5,5,0,0,0,5,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-ZINC-50MG-COPPER,zinc,50 mg/day 이상 아연의 구리결핍 경고,starter_validated,legacy_unverified,none,future_scope,false,false,6,6,0,0,0,6,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PSYLLIUM-DYSPHAGIA,psyllium_husk,연하곤란 환자의 차전자피 회피,starter_validated,legacy_unverified,none,future_scope,false,false,2,2,0,0,0,2,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PSYLLIUM-MIN-FLUID,psyllium_husk,차전자피 복용 시 최소 수분량,starter_validated,legacy_unverified,none,future_scope,false,false,1,1,0,0,0,1,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PSYLLIUM-DRUG-SPLIT-GENERAL,psyllium_husk,차전자피와 다른 약의 일반 분리복용,starter_validated,legacy_unverified,none,future_scope,false,false,1,1,0,0,0,1,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PSYLLIUM-DIGOXIN-ASPIRIN-NITRO-3H,psyllium_husk,차전자피 + digoxin/aspirin/nitrofurantoin 3시간 분리,starter_validated,legacy_unverified,none,future_scope,false,false,1,1,0,0,0,1,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PSYLLIUM-OBSTRUCTION-AVOID,psyllium_husk,장폐색/협착 고위험군의 차전자피 회피,starter_validated,legacy_unverified,none,future_scope,false,false,4,4,0,0,0,4,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PSYLLIUM-ALLERGY,psyllium_husk,차전자피 알레르기/분말 흡입 주의,starter_validated,legacy_unverified,none,future_scope,false,false,1,1,0,0,0,1,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-VITC-MALE-HIGHDose-STONE,vitamin_c,"남성의 비타민 C 1,000 mg/day 이상과 신장결석 주의",starter_validated,legacy_unverified,B3_candidate,validated_thesis_scope_candidate_only,true,false,3,3,0,0,0,3,verified_against_source,CANDIDATE_REQUIRES_FULL_REVALIDATION;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-CALCIUM-VITD-POSTMENOPAUSAL-STONE,calcium,폐경 후 여성의 칼슘+비타민D 보충과 결석 주의,starter_validated,legacy_unverified,B1_candidate,validated_thesis_scope_candidate_only,true,false,3,3,0,0,0,3,verified_against_source,CANDIDATE_REQUIRES_FULL_REVALIDATION;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-VITD-3200-4000IU-WARN,vitamin_d,"비타민 D 3,200–4,000 IU/day 장기복용 주의",starter_validated,legacy_unverified,B2_candidate,validated_thesis_scope_candidate_only,true,false,3,3,0,0,0,3,verified_against_source,CANDIDATE_REQUIRES_FULL_REVALIDATION;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MAG-HIGHDose-DIARRHEA,magnesium_supplement,고용량 마그네슘 보충과 설사 주의,starter_validated,legacy_unverified,none,future_scope,false,false,4,4,0,0,0,3,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-IRON-FERROUS-SULFATE-GI,iron,황산철(ferrous sulfate) 제형의 위장관 부작용 주의,starter_validated,legacy_unverified,none,future_scope,false,false,2,2,0,0,0,2,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MINERALS-DECOMPOSE,mineral_supplements_generic,미네랄 보충제는 성분별로 분해 판정,starter_validated,legacy_unverified,none,future_scope,false,false,2,2,0,0,0,2,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-MINERALS-GENERIC-CHELATION,mineral_supplements_generic,금속이온 미네랄과 흡수 간섭 약물 병용 주의,starter_validated,legacy_unverified,none,future_scope,false,false,1,1,0,0,0,1,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-PHOSPHATIDYLSERINE-LIMITED-LONGTERM,phosphatidylserine,포스파티딜세린은 단기 내약성은 양호하나 장기 안전성은 제한적,starter_validated,legacy_unverified,none,future_scope,false,false,2,2,0,0,0,2,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-ARGININE-GI-CARDIO,l_arginine,아르기닌 보충의 위장관·혈압 관련 이상반응 주의,starter_validated,legacy_unverified,none,future_scope,false,false,2,2,0,0,0,2,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-CHONDROITIN-OSL-1200,glucosamine_chondroitin,"콘드로이틴 1,200 mg/day 초과는 수동검토",starter_validated,legacy_unverified,none,exploratory_demo,true,false,2,2,0,0,0,2,verified_against_source,CURRENT_UI_OUT_OF_PROTOCOL_SCOPE;LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
RULE-COLLAGEN-SHORTTERM-SAFE-LIMITED,collagen_peptides,콜라겐은 단기 내약성은 양호하나 원료출처·장기자료는 제한적,starter_validated,legacy_unverified,none,future_scope,false,false,3,3,0,0,0,3,verified_against_source,LEGACY_REVIEW_STATUS_UNTRUSTED;NON_FULL_TEXT_OR_WEAK_EXTRACTION_SUPPORT;NO_VALIDATED_CLAIM_LINK
