record_id,question_id,pmid,pmcid,section_title,paragraph_position,sentence_position,xml_locator,evidence_type,matched_exposure_terms,matched_population_terms,matched_outcome_terms,dose_mentions,evidence_sentence,sentence_sha256,extraction_authority,human_verified,eligibility_claim,effect_estimate_claim
REC-PUBMED-23535174,B1,23535174,PMC4393945,INTRODUCTION,2,3,article[pmcid='PMC4393945']/body//p[2]/sentence[3],exposure_outcome,calcium,kidney stone,stone,,"Furthermore, in contrast to dietary calcium, higher supplemental calcium intake has been associated with increased, rather than decreased, risk of kidney stone formation.1, 8 Taken together, these points suggest the important possibility that milk products may contain an unknown factor that inhibits calcium stone formation.",0db650e604199cb87743a2411c7b881c83ab5288f0819a99a407c4b0429c3aee,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,INTRODUCTION,2,4,article[pmcid='PMC4393945']/body//p[2]/sentence[4],exposure_outcome,calcium,kidney stone,stone,,"To date, no study has examined the association between non-dairy dietary calcium and kidney stone risk.",3ff245856ce03f5c52fc01c6c9aa9a530fe26667f6608a7efdc5d166faa9d043,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,INTRODUCTION,3,1,article[pmcid='PMC4393945']/body//p[3]/sentence[1],exposure_outcome,calcium,kidney stone,stone,,"To examine the independent associations between non-dairy dietary calcium, dairy calcium, and risk of incident symptomatic kidney stones, we conducted prospective analyses in three large cohorts: the Health Professionals Follow-up Study (HPFS) and the Nurses’ Health Studies I and II (NHS I and II).",4f33a4e8f2cd022348983a9b991d113594b1a9483eb52bab5fcb161ab9b27075,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,Study populations,4,4,article[pmcid='PMC4393945']/body//p[4]/sentence[4],exposure_outcome,calcium,,stone,,"We excluded men ≥ 60 years old because we previously reported inverse associations between calcium intake and stone risk only in HPFS participants < 60.9 A total of 30,762 men remained in the study group.",5d1505bb3ec247eeb15b9a65753049fe6f400e7108d883c6a44770a39c217383,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,Assessment of incident kidney stones,10,5,article[pmcid='PMC4393945']/body//p[10]/sentence[5],exposure_outcome,calcium,,stone,,There were 148 records that contained a stone composition report and 127 men (86%) had a stone that contained ≥ 50% calcium oxalate.,f4a4f97ceeb86b63734e8de4d8f659c9331867b45d177cd986a89b3497fec6dc,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,Assessment of incident kidney stones,10,7,article[pmcid='PMC4393945']/body//p[10]/sentence[7],exposure_outcome,calcium,,stone,,There were 78 records that contained a stone composition report and 60 women (77%) had a stone that contained ≥ 50% calcium oxalate.,09cdb101e83ae4ee33df0bfa695dd56d51f1d91c24dba5ab0ba6074381355114,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,Assessment of incident kidney stones,10,9,article[pmcid='PMC4393945']/body//p[10]/sentence[9],exposure_outcome,calcium,,stone,,There were 243 records that contained a stone composition report and 191 women (79%) had a stone that contained ≥ 50% calcium oxalate.,68752794e6112e5f92f9b3fd1df70a880c7e8c18f959b1f87d39b8e5b7e20bb7,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,Statistical analysis,11,2,article[pmcid='PMC4393945']/body//p[11]/sentence[2],exposure_outcome,calcium,kidney stone,stone,,The relative risk was used as the measure of association between dairy and non-dairy dietary calcium and incident kidney stones.,fb74924ea6802b6afb87ad9ad55c46ced10a858268fc41439c4d8fd8720405f5,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,Statistical analysis,13,2,article[pmcid='PMC4393945']/body//p[13]/sentence[2],exposure_outcome,calcium,kidney stone,stone,0 mg|1 to 100 mg|101 to 500 mg|500 mg,"The confounding variables considered were age (continuous), BMI (six categories), history of diabetes, history of hypertension, use of thiazide diuretics (yes or no), family history of kidney stones (yes or no; HPFS and NHS II), fluid intake (in quintiles), alcohol intake (seven categories), calcium supplement use (0 mg/d, 1 to 100 mg/d, 101 to 500 mg/d, and ≥ 500 mg/d), and intakes of animal protein, potassium, sodium, vitamin C, sodium, oxalate, magnesium, and caffeine (all in quintiles).",89b7248426ea613d6c6a951a20a31307f8013577b55847c43a11de9b65ca23a6,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,RESULTS,17,1,article[pmcid='PMC4393945']/body//p[17]/sentence[1],exposure_outcome,calcium,kidney stone,stone,,Higher dietary calcium from either non-dairy or dairy sources was associated independently with a lower risk of incident kidney stones in all 3 cohorts (Tables 2 and 3).,7b07b92286d0dda8d471146da71c81ba4e77cef75d724822c54f5176823e9568,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,RESULTS,18,2,article[pmcid='PMC4393945']/body//p[18]/sentence[2],exposure_outcome,calcium,kidney stone,stone,,"The magnitude of the associations between higher non-dairy dietary calcium and dairy calcium and lower kidney stone risk were similar in participants with higher and lower vitamin D intake, higher and lower dietary calcium, and higher and lower oxalate.",9b1102e70bf34911e4fb1ac125c6b6b2cd0df77fcc28b6f7f7961ab90aded335,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,DISCUSSION,19,1,article[pmcid='PMC4393945']/body//p[19]/sentence[1],exposure_outcome,calcium,kidney stone,stone,,"In men and women, higher dietary calcium from either non-dairy or dairy sources is associated with lower risk of incident symptomatic kidney stones.",8684a78dd3784e90c421166a134ab8b7cd01de699931ff03c76b904bbabb196f,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,DISCUSSION,19,2,article[pmcid='PMC4393945']/body//p[19]/sentence[2],exposure_outcome,calcium,kidney stone,stone,,"This inverse association is independent of age, body size, dietary factors, intake of fluid and supplemental calcium, thiazide use, and other kidney stone risk factors.",2760ca0485c02ead0676719db183b4e92207aedbbcc785423acc4067c4614ffe,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,DISCUSSION,20,1,article[pmcid='PMC4393945']/body//p[20]/sentence[1],exposure_outcome,calcium,kidney stone,stone,,"Because of the high correlation between total dietary calcium and dairy intake in Western populations, previous large-scale observational studies of dietary calcium and kidney stone risk represent, de facto, studies of milk products and risk.",d375a205833ab31bbb2133edb1448f33e0fbdcbd5bc62ac8a1e9152caf821a68,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,DISCUSSION,20,2,article[pmcid='PMC4393945']/body//p[20]/sentence[2],exposure_outcome,calcium,kidney stone,stone,,"In Borghi’s randomized trial comparing the effects of a higher to a low calcium diet on recurrent calcium oxalate stone formation, calcium restriction was achieved by avoiding dairy (i.e., milk, yogurt, and cheese).5 The data from our current study allows us to dismiss the important possibility that dairy products were solely responsible for previously observed associations between higher dietary calcium and lower risk of incident kidney stones.",0e7eb15a0738e64326c14b33a646b69035c838e3df6abddc7f78283f4d5f383d,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,DISCUSSION,21,1,article[pmcid='PMC4393945']/body//p[21]/sentence[1],exposure_outcome,calcium,kidney stone,stone,,Our results do not provide insight into why dietary calcium may exert different effects on kidney stone risk than supplemental calcium.,020ac4f618dd7d852ee0717e3e375c98ff4689dbda5bf59afe07fec0807b4899,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,DISCUSSION,21,2,article[pmcid='PMC4393945']/body//p[21]/sentence[2],exposure_outcome,calcium,kidney stone,stone,1000 mg|400 IU,"Supplemental calcium use, in these cohorts and others, is associated with a nominal increase in kidney stone formation.1, 8 For example, participants in the Women’s Health Initiative (WHI) taking 1000 mg of supplemental calcium and 400 IU of vitamin D3 daily were 17% more likely to have a kidney stone than participants in the placebo group.8 Because feeding studies suggest that orally administered calcium can reduce intestinal oxalate absorption (and subsequent renal oxalate excretion),6, 7 it is reasonable to speculate that the effect of supplemental calcium on kidney stone risk depends on whether supplements are taken with or between meals.",8f8b1c5f96058cc5e9f2f007e4c810002c294b10d094feb05b2164d04a85d9da,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,DISCUSSION,22,3,article[pmcid='PMC4393945']/body//p[22]/sentence[3],exposure_outcome,calcium,,stone,,"Thus, we could not determine whether associations between non-dairy dietary calcium and risk varied by stone type.",894f8006f6e13ba88795087e01e295ed0c0b0b4f3e7b9fa92871ab2925e956fa,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,DISCUSSION,22,4,article[pmcid='PMC4393945']/body//p[22]/sentence[4],exposure_outcome,calcium,kidney stone,stone,,"However, the majority of stone composition reports in each cohort show kidney stones containing ≥ 50% calcium oxalate.",3b0d54e0230e757358c016f695805c97e12fb83e64dc803da261c0dadc5a6989,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,CONCLUSIONS,23,1,article[pmcid='PMC4393945']/body//p[23]/sentence[1],exposure_outcome,calcium,kidney stone,stone,,"Higher dietary calcium, regardless of source, is independently associated with a lower risk of symptomatic kidney stones in 3 large cohorts of free-living individuals.",b584b05269466d2542b164cbc2c6a6f250167a663c3c34f0584690e803286979,agent_fulltext_extraction_only,,false,false
REC-PUBMED-23535174,B1,23535174,PMC4393945,CONCLUSIONS,23,2,article[pmcid='PMC4393945']/body//p[23]/sentence[2],exposure_outcome,calcium,kidney stone,stone,,Restriction of dietary calcium should not be recommended as a means of calcium kidney stone prevention.,9feae5fcfaa98ae22d2c0487f084b74300a4902513d202e83ea48bcd484a07a8,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Introduction,3,4,article[pmcid='PMC8417339']/body//p[3]/sentence[4],exposure_outcome,calcium,kidney stone,stone,,"We report a vegan woman with extensive calcium carbonate (calcite), which make up 0.01%–0.25% of all stones.2 Excessive amounts of certain nutrients or vitamins predispose to development of kidney stones, but is it possible for lack of certain nutrients to also predispose to kidney stone formation?",d0d40e6ef93f97d590c3ff67f6295f9a133d85a7ad06b48096a35a1c4d5b29a0,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Case presentation,10,7,article[pmcid='PMC8417339']/body//p[10]/sentence[7],exposure_outcome,calcium,,stone,,Microscopic analysis of the stones showed calcium carbonate composition with minimal calcium oxalate.,efb12cc946536688612594bb3bd553571fbaf83491d2f10f78f1f7f859ef5195,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Discussion,11,1,article[pmcid='PMC8417339']/body//p[11]/sentence[1],exposure_outcome,calcium,,stone,,"This patient is unique because of both the staged treatment requiring multiple procedures and the stone composition being calcium carbonate (CaCO3), or calcite, typically averaging 844 Hounsfield units on CT.",1eb423091ead2cd75695382e687859ca67e0d44930042dbb8aba38f36f870f67,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Discussion,11,5,article[pmcid='PMC8417339']/body//p[11]/sentence[5],exposure_outcome,calcium,,stone,,"Less than a half dozen articles were found on calcium carbonate stones, most of which studied vegetarian rather than vegan diets.",a7fd15c27d6523bd289c46cc8706cd927f9ce28d31543f7384875fa131967b4b,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Discussion,12,1,article[pmcid='PMC8417339']/body//p[12]/sentence[1],exposure_outcome,calcium,,stone,,Only one article was found documenting therapies for calcium carbonate stones.,afb2478d79d494ace419fc5864aade4760d789b51137fdddbc23af13820f9560,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Discussion,12,3,article[pmcid='PMC8417339']/body//p[12]/sentence[3],exposure_outcome,calcium,,stone,,"were the presence of underweight BMI, magnesium supplements, and evidence of pure calcium carbonate stones.2 Rodriguez-Blanco et al.",9bc3e30d88a9e84a1e457bd6b18bcf3aa45b2a5a18fe67fe7b36b872570b241d,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Discussion,12,4,article[pmcid='PMC8417339']/body//p[12]/sentence[4],exposure_outcome,calcium,kidney stone,stone,,"proved transformation of calcium carbonate into calcite occurs through reprecipitation mechanisms in the setting of either neutral or alkaline pH.5 An environment composed of magnesium further increases the time for amorphous calcium carbonate (ACC) to crystalize into calcite stones.5 A treatment plan to resolve or lessen the severity of kidney stone formation in vegan patients is through acidification of urine such as ammonium chloride on a weekly basis, but this is more useful for prophylactic prevention of additional calcite stone formation.4 However, our patient's desire of immediate treatment and extensive stone burden made rapid relief with urine acidification impractical.",0a761f19acab3c9fe74b1e760d4887a678d82f7d8fc264a55f9df0d4db424f78,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Discussion,12,5,article[pmcid='PMC8417339']/body//p[12]/sentence[5],exposure_outcome,calcium,,stone,,"While urine acidification has been used for decreasing the likelihood of typical struvite stone formation, no research has been done on its efficacy in dissolution of calcium carbonate stones on account of this stone composition's rarity.",63745c33abc7319a7aba2bcf38f65aec3f07bacbb5959f9baf18cfb9f09376ef,agent_fulltext_extraction_only,,false,false
REC-PUBMED-34504775,B1,34504775,PMC8417339,Conclusion,13,2,article[pmcid='PMC8417339']/body//p[13]/sentence[2],exposure_outcome,calcium,,stone,,Conclusions on whether veganism is associated with an increased risk of calcium carbonate stones cannot be drawn definitively at this time.,a13c1b1aae643c41549a7db04f259fba1a34c281614016e9a1d4ca3fd086ede5,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Introduction,1,1,article[pmcid='PMC13053978']/body//p[1]/sentence[1],exposure_outcome,calcium,Urolith|urolith,stone|Urolith|urolith,,"Urolithiasis is a common urological condition worldwide, especially in the tropics like Thailand, and calcium oxalate (CaOx) is the most prevalent type of urinary stones.1,2 CaOx crystals are formed in supersaturated urine and act as lithogenic seeds for CaOx stone formation.1–3 Increased CaOx crystallization, therefore, increases the risk of CaOx urolithiasis development.",e2dd61a07a023a99716d5394d18f2e7bf45e9c11ac9ab65bd3bd8d36824ba403,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Introduction,2,1,article[pmcid='PMC13053978']/body//p[2]/sentence[1],exposure_dose,Calcium,,,0.005 mg,Calcium rapidly reacts with oxalate and produces a water insoluble CaOx complex with a solubility level of <0.005 mg/mL.,ac3ebb5d30dda6b06633ac6aefd3ef75c3275a3085613594f6ba4c3f2923df3d,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Introduction,2,2,article[pmcid='PMC13053978']/body//p[2]/sentence[2],exposure_dose,calcium,,,0.23 mg,"By contrast, the reaction between calcium and citrate produces a calcium citrate (CalCit) complex that is relatively soluble in water with a solubility of 0.23 mg/mL.",3f094d0f6ef196290012b4688a3f65a4f460b755b38f860805db2115fab8dfbd,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Introduction,2,3,article[pmcid='PMC13053978']/body//p[2]/sentence[3],exposure_outcome,calcium,,stone,,"13 Therefore, through complexing calcium, citrates efficiently inhibit CaOx lithogenic process, and alkali citrate is currently used in the clinical setting to prevent urinary stone formation.",432d6e0cc51b3d8728c623aed2ac4390be2a651f76862c497c49f8cdbd274c91,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Clinical validation,15,4,article[pmcid='PMC13053978']/body//p[15]/sentence[4],exposure_outcome,calcium,,stone,,"Forty-five patients were diagnosed with CaOx stones, 4 with calcium phosphate (CaP) stones, and 11 with uric acid stones.",8705ee7b919cdea9607dcd34b6d79fb3d145d986ff2b3ae63ddecda7cbf9e4dc,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Establishment of the miDA-pCalCit method,19,7,article[pmcid='PMC13053978']/body//p[19]/sentence[7],exposure_outcome,Calcium,,stone,,(e) Calcium phosphate (CaP) stone sample (B7S001).,322ab4937876d8d6944f6d20af720e4f09d83fd4d093b5b8f8ef259d00316d5c,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Clinical validation: Testing of diagnostic accuracy,36,6,article[pmcid='PMC13053978']/body//p[36]/sentence[6],exposure_outcome,calcium,,stone,,CalCit: calcium citrate; IDA: indicator displacement assay; IQR: interquartile range; miDA-pCalCit: murexide-based IDA for measurement of precipitated calcium citrate; NSF: nonstone forming; ROC: receiver operating characteristic.,e9047af2605936bcfba33a587b5ef286c9bc6252f930d1efa75366c824e898c3,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Clinical validation: Testing of diagnostic accuracy,40,7,article[pmcid='PMC13053978']/body//p[40]/sentence[7],exposure_outcome,calcium,,stone,,CalCit: calcium citrate; IDA: indicator displacement assay; IQR: interquartile range; miDA-pCalCit: murexide-based IDA for measurement of precipitated calcium citrate; NSF: nonstone forming; ROC: receiver operating characteristic.,e9047af2605936bcfba33a587b5ef286c9bc6252f930d1efa75366c824e898c3,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Clinical validation: Testing of diagnostic accuracy,43,1,article[pmcid='PMC13053978']/body//p[43]/sentence[1],exposure_outcome,calcium,,stone,,CI: confidence interval; CT: computed tomography; FTIR:Fourier transform infrared spectroscopy; IDA: indicator displacement assay; miDA-pCalCit: murexide-based IDA for measurement of precipitated calcium citrate; NSF: nonstone forming.,99f8452776871c630a80a6f1aaa1772c2acd896ec4444605830aab6044864f06,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Discussion,46,1,article[pmcid='PMC13053978']/body//p[46]/sentence[1],exposure_outcome,calcium,urolith,urolith,,"We recently developed a test, called indole-reacted calcium oxalate crystallization index (iCOCI) test, for measuring the total capacity of CaOx crystallization in 24-hour urine samples, and it has a good performance for diagnosis of CaOx urolithiasis.24,25 In this study, we established a new test, called miDA-pCalCit, for measuring CalCit precipitated out of 24-hour urine samples.",0b0f32177998e0643a52a048d2f049e0add8de28e530df5614286ac1ec78693a,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Discussion,49,5,article[pmcid='PMC13053978']/body//p[49]/sentence[5],exposure_outcome,calcium,,stone|urinary calcium,,We speculate that the precipitable citrates represent urinary citrates that are actively combined with urinary calcium and inhibited CaOx stone formation.,ac939dade36dc5487274caa7b4683d64eba5d3cbb0d581efdabf4e5ea1134cfc,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Discussion,54,2,article[pmcid='PMC13053978']/body//p[54]/sentence[2],exposure_outcome,calcium,,stone,,We speculate that those precipitable citrates represent functional citrate molecules that actively bind to calcium ions to prevent CaOx crystallization and hence prevent CaOx stone formation.,68e68c0964e00ed342fc002e5e645aa4719ae88320a0ebc197c60b9244552497,agent_fulltext_extraction_only,,false,false
REC-PUBMED-41940570,B1,41940570,PMC13053978,Supplemental Material,57,1,article[pmcid='PMC13053978']/body//p[57]/sentence[1],exposure_outcome,calcium,urolith,urolith,,"Supplemental material, sj-docx-1-sci-10.1177_00368504251363660 for Measurement of precipitated calcium citrate in 24-hour urine samples is clinically useful for ruling out calcium oxalate urolithiasis by Chaiyadol Tantasith, Praween Tubsaeng, Kamonchat Boonkam, Natcha Madared and Chanchai Boonla in Science Progress",c4ecafab817a49e8567d9290be2e3a25fdd13c27094b8605fca6d49ff95c7318,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,INTRODUCTION,2,3,article[pmcid='PMC4127365']/body//p[2]/sentence[3],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,"(16, 17) Because vitamin D increases intestinal absorption of calcium (18, 19) (20), we hypothesize that vitamin D supplementation may increase calcium absorption leading to an even higher rate of HCTZ associated hypercalcemia.",eab301dbf7a922675512f62b8647210d54a4ada6ddbf35d69e73aa95319ed45c,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,INTRODUCTION,2,4,article[pmcid='PMC4127365']/body//p[2]/sentence[4],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,"Therefore, in this post-hoc analysis we assessed the frequency of hypercalcemia among community-based black participants participating in a randomized, double-blind, placebo-controlled dose-finding trial of vitamin D supplementation to examine whether concurrent use of HCTZ and vitamin D increased the risk of thiazide associated hypercalcemia.",1a1cb705cd9e07709b55120cfdb6eaf1f0bbdd1b2732bb18840bf618a96cfc62,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,Exclusion Criteria,4,1,article[pmcid='PMC4127365']/body//p[4]/sentence[1],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,"The exclusion criteria were: pre-existing disorders of calcium metabolism and parathyroid function (including prevalent hypercalcemia at baseline); type I diabetes; renal disease; sarcoidosis; concurrent active malignancies (other than non-melanoma skin cancer); cognitive impairment; active thyroid disease (e.g., Graves, Hashimoto’s or thyroiditis); plans for vacation or extended travel to a sunny region during the supplementation phase of the study; and supplementation with vitamin D.",f54b9883f943da967fb1f952b8fb9c00c9f88eb057f9439f9eeebfeab52dfc38,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,"Randomization, Treatment, and Calcium Safety Monitoring",5,1,article[pmcid='PMC4127365']/body//p[5]/sentence[1],exposure_dose,cholecalciferol|vitamin D,,,1000 IU|25µg|2000 IU|50µg|4000 IU|100µg,"Participants were randomly assigned to one of four treatment arms: placebo, 1000 IU (25µg), 2000 IU (50µg), or 4000 IU (100µg) of vitamin D (as cholecalciferol).",da50a71ab05b52b5eb55d7af9528c9bdf760e1fde910a4aff8c765979b8461d8,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,"Randomization, Treatment, and Calcium Safety Monitoring",5,2,article[pmcid='PMC4127365']/body//p[5]/sentence[2],exposure_dose,vitamin D,,,200 mg,"Treatment consisted of tablets that in addition to their vitamin D, also contained 200 mg of calcium carbonate.",30cae5e5c1b727330b119c2c8dac7046a2dddb0d8ab0f247c167289066c5f94f,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,Statistical Analysis,8,3,article[pmcid='PMC4127365']/body//p[8]/sentence[3],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,Withdrawal from the study was based on the assumption that the participants’ hypercalcemia existed prior to starting vitamin D and would continue or recur if they were retained in the study.,e2ee470722e0f09d17c24204fa74c4adec4b972e76941255b7395a8f7cf24f40,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,Occurrence of Elevated Calcium,10,5,article[pmcid='PMC4127365']/body//p[10]/sentence[5],exposure_dose,vitamin D,,,10.7 to 11.0 mg,"After 1 month of the 12-week vitamin D supplementation period, 4 participants taking HCTZ experienced modestly elevated serum calcium levels, ranging from 10.7 to 11.0 mg/dL (Table 3).",d0536a7c5a0e80f86e3571c7c175f6f64ab091b9e22630477292b800baac326a,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,Differences in Calcium Levels Among HCTZ and non-HCTZ Participants,12,2,article[pmcid='PMC4127365']/body//p[12]/sentence[2],exposure_dose,vitamin D,,,1000 IU/day,"In a linear regression model to identify significant independent predictors of serum calcium at 3 months, only HCTZ use [Estimate (SE):0.05(0.01) p=0.01] was a significant predictor in a model that included the covariates: age, sex, baseline 25(OH)D and 25(OH)D at 3 months, dietary calcium, dietary vitamin D, and vitamin D dose per 1000 IU/day.",56c59ada28959163d1de227436a9b8173ab4bcd7315b52b1d5be00c4004861e2,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,Differences in Calcium Levels Among HCTZ and non-HCTZ Participants,13,1,article[pmcid='PMC4127365']/body//p[13]/sentence[1],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,All participants that experienced hypercalcemia after taking vitamin D3 were female (Table 3).,32e6419019ec900d4210c9d1028da982f342b4568a4d050fc4c9cfa42874a6ba,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,Differences in Calcium Levels Among HCTZ and non-HCTZ Participants,13,3,article[pmcid='PMC4127365']/body//p[13]/sentence[3],exposure_dose,Vitamin D,,,1000IU/day,"For the participant that experienced symptoms, her symptoms resolved within 1 week of discontinuation of the study medication (Vitamin D 1000IU/day) (Table 3) and repeat serum calcium was normal.",abf2a2fd8794b8f0ddceb1973976d4ccd1cc076318f08db02184c6b7aa8267ba,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,DISCUSSION,14,2,article[pmcid='PMC4127365']/body//p[14]/sentence[2],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,"In this post-hoc analysis, we evaluated the hypothesis that hypercalcemia may occur with concurrent high dose vitamin D supplementation in hypertensive individuals using HCTZ.",a699ae077f7fc10c6050d39dfdb255fcb700e77260f4e0b676dfcd3b47526d9c,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,DISCUSSION,14,3,article[pmcid='PMC4127365']/body//p[14]/sentence[3],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,2000 IU|4000 IU,"In our review of the literature, we found no studies examining the risk of hypercalcemia associated with concurrent HCTZ and vitamin D (2000 IU to 4000 IU) treatment in blacks.",e55a46742a8d0d5c359c692865a30fe5f92bbdb480133748eb905347cfda9cfb,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,DISCUSSION,15,1,article[pmcid='PMC4127365']/body//p[15]/sentence[1],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,"In the setting of osteoporosis, hypercalcemia with vitamin D and thiazide use has been reported(32).",ec75ab94b150a9eebf1f36f66b9bde920624734c37884c86544e974646ff88f0,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,DISCUSSION,15,2,article[pmcid='PMC4127365']/body//p[15]/sentence[2],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,"Prior case reports suggest that the combination of thiazide and vitamin D supplementation may cause hypercalcemia in at-risk individuals such as the elderly(32), those using high dose calcium supplements (33, 34), or those with compromised renal function or uncontrolled entry of calcium into the extracellular fluid (e.g.",6756b69e564c3bd4870f966515f693ca5d25484f9ed9ec2d400418ed57c5b9da,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,DISCUSSION,15,3,article[pmcid='PMC4127365']/body//p[15]/sentence[3],exposure_outcome,vitamin D,Hypercalcemia,Hypercalcemia,,"hyperparathyroidism or sarcoidosis).(35–41) Hypercalcemia resolved after hydration and withdrawal of thiazide, vitamin D and calcium supplements.(41)",8f6546b58dddc2aed719d5d6ee3922aafc92e53abfc02df92bdd6df6e7099a84,agent_fulltext_extraction_only,,false,false
REC-PUBMED-24657333,B2,24657333,PMC4127365,DISCUSSION,16,2,article[pmcid='PMC4127365']/body//p[16]/sentence[2],exposure_outcome,vitamin D,hypercalcemia,hypercalcemia,,"Although HCTZ can decrease calcium excretion by the kidney(42, 43) and vitamin D can increase absorption of calcium in the intestines(44–47), both resulting in higher blood levels of calcium, we report that only 5.9% of HCTZ users experienced hypercalcemia with concurrent use of HCTZ and vitamin D supplements.",09cb4e6a2abc56a370079f375400c9e2e3a6fa2dfd7ee0c91bf9b1b94d8a4f6c,agent_fulltext_extraction_only,,false,false
