sample_id,record_id,question_id,title,abstract,source,evidence_basis,P,I,C,O,S
v3ref-0153,pubmed:12499812,HRS4_LIVER_DISEASE,Rhus-chicken.,,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0154,pubmed:25371567,HRS4_LIVER_DISEASE,Antioxidant activities in vitro and hepatoprotective effects of Nelumbo nucifera leaves in vivo.,"BACKGROUND: Herbal medicines played a major role in the treatment of hepatic disorders, and a number of medicinal plants and their compounds were widely used for the treatment of these disorders, and oxidant stress injury was one of the mechanism of liver injury.
MATERIALS AND METHODS: Antioxidant activity of Nelumbo nucifera leaves (NU) extracts was assayed by the methods of scavenging 1,1-diphenyl-2-picrylhydrazyl (DPPH), 2,2'-azino-bis (3-ethylbenzo-thiazoline-6-sulfonicacid) (ABTS) radical and ferric reducing antioxidant power (FRAP) in vitro. By intraperitoneal injection carbon tetrachloride (CCl4) to establish acute liver injury model in mice, the levels of Glutamic-pyruvic transaminase (GPT), glutamic-oxaloacetic transaminase (GOT), superoxide dismutase (SOD) and the content of and maleicdialdehyde (MDA) were detected to evaluate hepatoprotective effect of NU using corresponding test kit.
RESULTS: EtOAC (NUEA) and n-BuOH extracts (NUBU) of N. nucifera leaves had good scavenging DPPH and ABTS radical activity and ferric reducing antioxidant power in vitro. DPPH radical scavenging activity and ferric reducing antioxidant power of NUEA (IC50= 6.68±0.29 µg/mL, RACT50=1749.82±67.03 µmol/g) and NUBU (IC50= 4.61±0.01 µg/mL, RACT50=1995.27±135.71 µmol/g ) were higher than that of BHT (IC50=8.76±0.20 µg/mL, RACT50=1581.68±97.41 µmol/g) and Dangfeiliganning (IC50=28.06±0.17 µg/mL, RACT50=1028.55±3.28 µmol/g). ABTS radical scavenging activity of NUEA (IC50= 5.32±0.12 µg/mL) and NUBU (IC50= 8.16±0.27 µg/mL) were higher than that of Dangfeiliganning (IC50= 9.76±0.16 µg/mL). Thus, hepatoprotective effect of NUEA and NUBU was evaluated on CCl4-induced acute liver injury mice. The results showed that the levels of GOT and GPT in each treatment group significantly decreased (p<0.001 and p<0.01, p<0.05, respectively) except for the group of NUEA (130.8 mg/kg) (p>0.05). The contents of malondialdehyde (MDA) in liver in groups of NUEA (523 mg/kg), NUBU (840.5 and 420.5 mg/kg, repectively) had significant decrease (p<0.001 and p<0.05, respectively), and the level of SOD in liver for each treatment group could significantly decrease (p<0.001, p<0.05, respectively).
CONCLUSION: NUEA and NUBU had significantly hepatoprotective effect for Calcium tetrachloride CCl4-induced liver injury, which might be attributable to its antioxidant activity.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0155,pubmed:14627335,HRS4_LIVER_DISEASE,The irony of herbal hepatitis: Ma-Huang-induced hepatotoxicity associated with compound heterozygosity for hereditary hemochromatosis.,,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0156,pubmed:15756090,HRS4_LIVER_DISEASE,When is a herb a drug?,"With the growing popularity and use of herbal remedies in the industrial countries there has been an increasing recognition and reporting of adverse reactions. Drug development represents discovery and characterization of naturally occurring plant metabolites or their synthetic analogues. Therefore, a herbal remedy should be considered a drug for all clinical purposes. The liver, being central to the metabolism of virtually all xenobiotics, is inevitably exposed to reactive metabolites and liver injury is a potential complication of nearly every medication, including herbal remedies. Recognition of herb induced hepatotoxicity depends on clinical awareness of the problem, a suspicion that a herbal preparation is involved, and detailed enquiry regarding the use of all supplements and remedies. Herbal medicines should be regulated more systematically and monitoring for adverse reaction should improve.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0157,pubmed:21867653,HRS4_LIVER_DISEASE,[Drug induced hepatotoxicity--don't forget herbals and dietary supplements!].,,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0158,pubmed:4054028,HRS3_PREGNANCY,The use of oral herbal medicine by women attending antenatal clinics in urban and rural Tanga District in Tanzania.,,pubmed,title_only,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0159,pubmed:24646518,HRS2_KIDNEY_DISEASE,"Impact of vitamin D supplementation on arterial vasomotion, stiffness and endothelial biomarkers in chronic kidney disease patients.","BACKGROUND: Cardiovascular events are frequent and vascular endothelial function is abnormal in patients with chronic kidney disease (CKD). We demonstrated endothelial dysfunction with vitamin D deficiency in CKD patients; however the impact of cholecalciferol supplementation on vascular stiffness and vasomotor function, endothelial and bone biomarkers in CKD patients with low 25-hydroxy vitamin D [25(OH)D] is unknown, which this study investigated.
METHODS: We assessed non-diabetic patients with CKD stage 3/4, age 17-80 years and serum 25(OH)D <75 nmol/L. Brachial artery Flow Mediated Dilation (FMD), Pulse Wave Velocity (PWV), Augmentation Index (AI) and circulating blood biomarkers were evaluated at baseline and at 16 weeks. Oral 300,000 units cholecalciferol was administered at baseline and 8-weeks.
RESULTS: Clinical characteristics of 26 patients were: age 50±14 (mean±1SD) years, eGFR 41±11 ml/min/1.73 m2, males 73%, dyslipidaemia 36%, smokers 23% and hypertensives 87%. At 16-week serum 25(OH)D and calcium increased (43±16 to 84±29 nmol/L, p<0.001 and 2.37±0.09 to 2.42±0.09 mmol/L; p = 0.004, respectively) and parathyroid hormone decreased (10.8±8.6 to 7.4±4.4; p = 0.001). FMD improved from 3.1±3.3% to 6.1±3.7%, p = 0.001. Endothelial biomarker concentrations decreased: E-Selectin from 5666±2123 to 5256±2058 pg/mL; p = 0.032, ICAM-1, 3.45±0.01 to 3.10±1.04 ng/mL; p = 0.038 and VCAM-1, 54±33 to 42±33 ng/mL; p = 0.006. eGFR, BP, PWV, AI, hsCRP, von Willebrand factor and Fibroblast Growth Factor-23, remained unchanged.
CONCLUSION: This study demonstrates for the first time improvement of endothelial vasomotor and secretory functions with vitamin D in CKD patients without significant adverse effects on arterial stiffness, serum calcium or FGF-23.
TRIAL REGISTRATION: ClinicalTrials.gov NCT02005718.",pubmed,abstract,만성콩팥병 또는 투석 환자,"비처방 비타민, 무기질 또는 허브 보충제 노출","비노출, 위약 또는 통상 관리","고칼륨혈증, 고칼슘혈증, 신독성, 심혈관 이상반응","무작위시험, 코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0160,pubmed:26343254,HRS3_PREGNANCY,Vitamin E supplementation in pregnancy.,"BACKGROUND: Vitamin E supplementation may help reduce the risk of pregnancy complications involving oxidative stress, such as pre-eclampsia. There is a need to evaluate the efficacy and safety of vitamin E supplementation in pregnancy.
OBJECTIVES: To assess the effects of vitamin E supplementation, alone or in combination with other separate supplements, on pregnancy outcomes, adverse events, side effects and use of health services.
SEARCH METHODS: We searched the Cochrane Pregnancy and Childbirth Group's Trials Register (31 March 2015) and reference lists of retrieved studies.
SELECTION CRITERIA: All randomised or quasi-randomised controlled trials evaluating vitamin E supplementation in pregnant women. We excluded interventions using a multivitamin supplement that contained vitamin E.
DATA COLLECTION AND ANALYSIS: Two review authors independently assessed trials for inclusion and risk of bias, extracted data and checked them for accuracy.
MAIN RESULTS: Twenty-one trials, involving 22,129 women were eligible for this review. Four trials did not contribute data. All of the remaining 17 trials assessed vitamin E in combination with vitamin C and/or other agents. Overall the risk of bias ranged from low to unclear to high; 10 trials were judged to be at low risk of bias, six trials to be at unclear risk of bias and five trials to be at high risk of bias. No clear difference was found between women supplemented with vitamin E in combination with other supplements during pregnancy compared with placebo for the risk of stillbirth (risk ratio (RR) 1.17, 95% confidence interval (CI) 0.88 to 1.56, nine studies, 19,023 participants, I² = 0%; moderate quality evidence), neonatal death (RR 0.81, 95% CI 0.58 to 1.13, nine trials, 18,617 participants, I² = 0%), pre-eclampsia (average RR 0.91, 95% CI 0.79 to 1.06; 14 trials, 20,878 participants; I² = 48%; moderate quality evidence), preterm birth (average RR 0.98, 95% CI 0.88 to 1.09, 11 trials, 20,565 participants, I² = 52%; high quality evidence) or intrauterine growth restriction (RR 0.98, 95% CI 0.91 to 1.06, 11 trials, 20,202 participants, I² = 17%; high quality evidence). Women supplemented with vitamin E in combination with other supplements compared with placebo were at decreased risk of having a placental abruption (RR 0.64, 95% CI 0.44 to 0.93, seven trials, 14,922 participants, I² = 0%; high quality evidence). Conversely, supplementation with vitamin E was associated with an increased risk of self-reported abdominal pain (RR 1.66, 95% CI 1.16 to 2.37, one trial, 1877 participants) and term prelabour rupture of membranes (PROM) (average RR 1.77, 95% CI 1.37 to 2.28, two trials, 2504 participants, I² = 0%); however, there was no corresponding increased risk for preterm PROM (average RR 1.27, 95% CI 0.93 to 1.75, five trials, 1999 participants, I² = 66%; low quality evidence). There were no clear differences between the vitamin E and placebo or control groups for any other maternal or infant outcomes. There were no clear differing patterns in subgroups of women based on the timing of commencement of supplementation or baseline risk of adverse pregnancy outcomes. The GRADE quality of the evidence was high for preterm birth, intrauterine growth restriction and placental abruption, moderate for stillbirth and clinical pre-eclampsia, and low for preterm PROM.
AUTHORS' CONCLUSIONS: The data do not support routine vitamin E supplementation in combination with other supplements for the prevention of stillbirth, neonatal death, preterm birth, pre-eclampsia, preterm or term PROM or poor fetal growth. Further research is required to elucidate the possible role of vitamin E in the prevention of placental abruption. There was no convincing evidence that vitamin E supplementation in combination with other supplements results in other important benefits or harms.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0161,pubmed:10799405,HRS3_PREGNANCY,Folic acid: influence on the outcome of pregnancy.,"The periconceptional use of folic acid-containing supplements reduces the first occurrence, as well as the recurrence, of neural tube defects. Women of populations in which adverse pregnancy outcomes are prevalent often consume diets that contain a low density of vitamins and minerals, including folate. Folate intake may need to be sustained after complete closure of the neural tube to decrease the risk of other poor pregnancy outcomes. A central feature of embryonic and fetal development is widespread cell division; folate is central because of its role in nucleic acid synthesis. During gestation, marginal folate nutriture can impair cellular growth and replication in the fetus or placenta. Folate deficiency can occur because dietary folate intake is low or because the metabolic requirement for folate is increased by a particular genetic defect or defects. During pregnancy, low concentrations of dietary and circulating folate are associated with increased risks of preterm delivery, infant low birth weight, and fetal growth retardation. A metabolic effect of folate deficiency is an elevation of blood homocysteine. Likewise, the presence of maternal homocysteine concentrations have been associated both with increased habitual spontaneous abortion and pregnancy complications (eg, placental abruption and preeclampsia), which increase the risk of poor pregnancy outcome and of decreased birth weight and gestation duration.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0162,pubmed:38062980,HRS4_LIVER_DISEASE,"Hepatotoxicity due to dietary supplements: state-of-the-art, gaps and perspectives.","Food supplements are products intended to complement the normal diet and consist of concentrated sources of nutrients or other substances with a nutritional or physiological effect. Although they are generally considered safe if the manufacturer's recommendations are followed, many of them have shown hepatotoxic properties. This can cause many diseases (e.g. steatohepatitis and cirrhosis) characterized by progressive damage and malfunction of the liver that in the long term can lead to death. A review of the literature was carried out to elucidate which dietary supplements have been associated with cases of hepatotoxicity in recent years, with emphasis on those relevant to the consumer and the new trends (e.g. cannabidiol). It has been reported that the supplements described as hepatotoxic are mainly of botanical origin (e.g. green tea or turmeric) and those used in sports (mainly anabolic androgenic steroids). There is a great variability of compounds described as causing liver damage, although sometimes it is not possible to identify them, because they are contaminants or adulterants of the products. In addition, the prevalence of toxic effects after the administration of supplements is difficult to define due to underreporting and the lack of specific studies. Globally regarding hepatotoxicity of dietary supplements, there is a paucity of well-conducted clinical trials on the efficacy of these compounds and the frequency of related liver damage, as the use of these products is largely uncontrolled.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0163,pubmed:17064525,HRS1_PERIOPERATIVE,[Effects of Yunnan Baiyao on peri-operative bleeding of patients undergoing cervical open-door laminoplasty: a multi-center randomized double-blind placebo-control trial].,"OBJECTIVE: To investigate the effects of Yunnan Baiyao on peri-operative bleeding of the patients undergoing cervical open-door laminoplasty.
METHODS: 197 patients undergoing cervical open-door laminoplasty were randomly divided into 2 groups Yunnan Baiyao group (receiving Yunnan Baiyao 500 mg three times daily for 5 days) and placebo group. The amounts of intra-operative and post-operative bleeding were compared, and the side effect of Yunnan Baiyao was also analyzed.
RESULTS: Statistical analysis showed that the amount of intra-operative bleeding of the Yunnan Baiyao was 350 ml +/- 190 ml, significantly lower than that of the placebo group (443 ml +/- 266 ml, P < 0.05). There were no statistical differences in the amount of postoperative bleeding and side effect rate between the two groups.
CONCLUSION: Yunnan Baiyao is effective and safe in reducing the amount of intra-operative bleeding of cervical open-door laminoplasty.",pubmed,abstract,수술 또는 침습적 시술을 받는 성인,수술 전 식이보충제 또는 허브 보충제 노출,"비노출, 중단, 또는 통상 수술주위 관리","출혈, 수혈, 마취 상호작용, 수술주위 합병증","무작위시험, 코호트, 환자-대조군, 단면연구, 증례군, 체계적 고찰"
v3ref-0164,pubmed:42037222,HRS1_PERIOPERATIVE,Kratom Use: An Emerging Perioperative Nursing Concern.,"Kratom is an emerging drug of concern that poses significant challenges in perioperative care, but the public and many health professionals remain unaware of its use and effects. Patients may use kratom as a substitute for opioids or to increase focus or decrease anxiety, depending on the dose. Kratom binds with μ-opioid, α2-adrenergic, and serotonin receptors and has been associated with perioperative complications, including difficulty managing pain, hemodynamic instability, agitation, and withdrawal symptoms in patients undergoing surgery. Considering that 1.9 million Americans aged 12 years and older have used kratom, screening patients before surgery is important. Preoperative nurses can positively affect patient care by communicating a patient's use of kratom to the care team. With that knowledge, perianesthesia, intraoperative, and postoperative teams can be prepared for any untoward effects of kratom use across all perioperative settings.",pubmed,abstract,수술 또는 침습적 시술을 받는 성인,수술 전 식이보충제 또는 허브 보충제 노출,"비노출, 중단, 또는 통상 수술주위 관리","출혈, 수혈, 마취 상호작용, 수술주위 합병증","무작위시험, 코호트, 환자-대조군, 단면연구, 증례군, 체계적 고찰"
v3ref-0165,pubmed:17335712,HRS4_LIVER_DISEASE,[Acute hepatitis associated with Colpachi intake. Apropros of 5 cases].,"The use of herbal medicines believed to have therapeutic properties is becoming increasingly widespread. These medicines are usually taken by patients on their own initiative and physicians are often unaware of which patients are taking these substances. Herbal medicines can be taken in the form of teas, powders, and liquid extracts. In the last few years, it has come to light that these natural remedies are not free of risks, especially the risk of interaction with other drugs or hepatotoxicity, ranging from asymptomatic forms to massive hepatic necrosis. We describe a series of 5 patients notified to the Spanish Pharmacovigilance System of medicinal products for human use. All the patients developed acute hepatitis during Colpachi treatment lasting several months, which resolved after discontinuing intake of this substance. Systematic examination of the literature revealed the existence of 6 other reported cases of suspected Colpachi-induced hepatotoxicity.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0166,pubmed:24587663,HRS1_PERIOPERATIVE,Intravenous iron supplementation may be superior to observation in acute isovolemic anemia after gastrectomy for cancer.,"AIM: To determine whether the application of post-operative intravenous (IV)-iron for acute isovolemic anemia after gastrectomy for cancer may be effective.
METHODS: Among 2078 gastric cancer patients who underwent surgery between February 2007 and August 2009 at the National Cancer Center Korea, 368 patients developed post-operative anemia [hemoglobin-(Hb)-level < 9 g/dL] within the first postoperative week. Patients requiring transfusions were excluded. IV-iron was administered to 63 patients (iron group). Sixty patients were observed without treatment (observation group). The clinical outcomes of the groups were compared concerning clinicopathologic data, morbidity, and changes in Hb levels using Fisher's exact test, Student's t-test and the Z-test.
RESULTS: The initial Hb level was higher in the iron group than in the observation group (7.3 ± 1.0 g/dL vs 8.4 ± 0.5 g/dL, P < 0.001). The slope of the changes in the Hb level was significantly higher in the iron group than in the observation group (0.648 ± 0.054 vs 0.349 ± 0.038, P < 0.001). The Hb level 1 and 3 mo post-operatively increased from 10.7 ± 1.3 to 11.9 ± 1.3 g/dL in the iron group (P = 0.033) and from 10.1 ± 1.0 to 10.8 ± 1.4 g/dL in the observation group (P < 0.001). The postoperative hospital stay was significantly longer in the iron group than in the observation group (10.5 ± 6.8 d vs 7.6 ± 5.5 d, P = 0.011). There were no significant differences in the major and surgical complications between the groups (6.3% vs 13.3%, P = 0.192; 9.5% vs 3.3%, P = 0.164).
CONCLUSION: IV-iron supplementation may be an effective treatment for post-operative isovolemic post-gastrectomy anemia and may be a better alternative than observation.",pubmed,abstract,수술 또는 침습적 시술을 받는 성인,수술 전 식이보충제 또는 허브 보충제 노출,"비노출, 중단, 또는 통상 수술주위 관리","출혈, 수혈, 마취 상호작용, 수술주위 합병증","무작위시험, 코호트, 환자-대조군, 단면연구, 증례군, 체계적 고찰"
v3ref-0167,pubmed:14535172,HRS4_LIVER_DISEASE,Seventy-two cases of antidiabetic-induced hepatopathy treated by huatan yigan decoction.,"UNLABELLED: In order to observe the therapeutic effects of Huatan Yigan Decoction ([symbol: see text] Decoction for resolving phlegm and replenishing the liver) on antidiabetic-induced hepatopathy, 129 cases were divided into two groups, 72 cases in the treatment group were administrated with Huatan Yigan Decoction and 57 cases in the control group with the liver-protecting drugs. Their liver function, plasma prothrombin time (PT), blood urea nitrogen and symptoms of the patients before and after treatment were observed during the three therapeutic courses.
RESULTS: The total effective rate and cured rate of the treatment group manifested an obvious difference in comparison with those of the control group (P < 0.05 or P < 0.01). Even though the liver function, blood urea nitrogen (BUN) and symptoms in both groups were improved markedly, these indicators in the treatment group were improved more markedly than those in control group (P < 0.01). No adverse effect was found during the treatment.
CONCLUSION: Huatan Yigan Decoction shows a repair action on hepatic injury.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0168,pubmed:12772052,HRS4_LIVER_DISEASE,"[Kava, kavapyrones and toxic liver injury].","Kava extracts are obtained from the rhizoma of the kava shrub (Piper methysticum) and contain various pyrones which are used as herbal anxiolytic remedies for generalized anxiety syndromes of low and intermediate grades. The commonly recommended daily dose of 60-120 mg kavapyrones and the duration of the therapy of up to 3 months should not be increased without consultation of a physician and were not followed by most patients, since herbal drugs are considered by the population not only as effective but also as safe. Whereas kava extracts are well tolerated by most patients and rare side effects are rapidly reversible upon drug discontinuation, there are suspected hepatotoxic reactions reported during the last years in temporal and not necessarily causal association with a therapy with kava extracts. Almost 80 % of the patients took kavapyrones in overdose (maximally 480 mg/d) and/or for a prolonged time of more than 3 months up to 2 years. Additional risks factors include co-medication with up to 5 other chemically defined or herbal drugs with in part potentially hepatotoxic properties as well as a genetic deficiency of the hepatic microsomal cytochrome P450 2D6. Severe clinical courses with liver transplantation and possible fatal outcome occurred in 7 patients with overdose and/or long duration of the therapy with kavapyrones. Preventive measures should therefore include a dose of 120, maximally 210 mg kavapyrones per day for 1 month, maximally 2 months, as well as a prescription by a physician. Laboratory test (ALT and gamma-GT) should be done before and during the therapy, and co-medication and alcohol consumption should be avoided. With these measures the hepatotoxic risks under the treatment with kavapyrones might be minimized which are also available via internet and from abroad with possible severe consequences when taken without medical supervision.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0169,pubmed:37660725,HRS4_LIVER_DISEASE,Liver protecting effects and molecular mechanisms of icariin and its metabolites.,"As a detoxification and metabolism organ, the liver plays a vital role in human health. However, an excessive consumption of drugs and toxins, exposure to pathogenic viruses, and unhealthy living habits can lead to liver damage, which may even develop into liver cirrhosis and liver cancer. Epimedium brevicornum Maxim. is a traditional Chinese medicine and dietary supplement in which the flavonoid icariin is a main functional component. Although the protective mechanisms of icariin and its metabolites against liver injury are not yet comprehensively understood, an increasing number of studies have confirmed their liver-protective and anticancer effects. Indeed, icaritin, one of the metabolites of icariin, is currently utilized as an active component of an anti-cancer drug. This paper presents a review of the molecular mechanisms through which icariin and its metabolites actively protect against the occurrence and development of liver injury, and, thus, provides a comprehensive reference for further research and their application in liver protection.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0170,pubmed:33434654,HRS4_LIVER_DISEASE,Herbal and Dietary Supplements-Induced Liver Injury in Latin America: Experience From the LATINDILI Network.,"BACKGROUND: Herbal and dietary supplements (HDS) consumption, a growing cause of hepatotoxicity, is a common practice among Latin-American populations.
OBJECTIVES: To evaluate clinical, laboratory features and outcome in HDS-hepatotoxicity included in the Latin America-Drug Induced Liver Injury (LATINDILI) Network.
METHODS: A total of 29 adjudicated cases of HDS hepatotoxicity reported to the LATINDILI Network from October 2011 through December 2019 were compared with 322 DILI cases due to conventional drugs and 16 due to anabolic steroids as well as with other series of HDS-hepatotoxicity.
RESULTS: From 367 DILI cases, 8% were attributed to HDS. An increasing trend in HDS-hepatotoxicity was noted over time (p = .04). Camellia sinensis, Herbalife® products, and Garcinia cambogia, mostly used for weight loss, were the most frequently adjudicated causative agents. Mean age was 45 years (66% female). Median time to onset was 31 days. Patients presented typically with hepatocellular injury (83%) and jaundice (66%). Five cases (17%) developed acute liver failure. Compared to conventional medications and anabolic steroids, HDS hepatotoxicity cases had the highest levels of aspartate and alanine transaminase (p = .008 and p = .021, respectively), had more re-exposure events to the culprit HDS (14% vs 3% vs 0%; p = .026), and had more severe and fatal/liver transplantation outcomes (21% vs 12% vs 13%; p = .005). Compared to other DILI cohorts, less HDS hepatotoxicity cases in Latin America were hospitalized (41%).
CONCLUSIONS: HDS-hepatotoxicity in Latin-America affects mainly young women, manifests mostly with hepatocellular injury and is associated with higher frequency of accidental re-exposure. HDS hepatotoxicity is more serious with a higher chance of death/liver transplantation than DILI related to conventional drugs.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0171,pubmed:25264330,HRS1_PERIOPERATIVE,Vitamin K1 monitoring in pregnancies after bariatric surgery: a prospective cohort study.,"BACKGROUND: Neonatal intracranial bleedings and birth defects have been reported, possibly related to maternal vitamin K1 deficiency during pregnancy after bariatric surgery. The objective of this study was to investigate the effects of screening and supplementation on K1 serum levels in pregnant women with bariatric surgery, and to compare K1 levels and prothrombin time (PT %) in the first trimester with pregnant women without bariatric surgery.
METHODS: A prospective cohort study including 49 pregnant women with bariatric surgery. Nutritional deficiencies were prospectively screened. In case of observed low K1 serum levels, supplementation was provided. K1 serum levels and PT (%) during the first trimester were compared with a nonsurgical control group of 27 women.
RESULTS: During the first trimester, most women had low K1 serum levels (<0.8 nmol/l). Mean vitamin K1 levels were significantly lower in the surgical group compared to the nonsurgical control group (.44 versus .64 nmol/l; P = .016). PT (%) remained in the normal range, The surgery group showed a higher mean PT compared to the controls (111.3 versus 98.9%; P<.001) Mean K1 serum levels in the study group were higher during the third than during the first trimester (P = .014). PT (%) was significantly higher during the second and third than during the first trimester (P = .004). Most of the coagulation factors, including II, V, VII, IX, and X, remained within normal ranges.
CONCLUSION: Low circulating K1 appears to be common in pregnant women with and without bariatric surgery. Supplementation during pregnancy can restore vitamin K1 in women with bariatric surgery, potentially protecting the fetus and newborn against intracranial hemorrhage.",pubmed,abstract,수술 또는 침습적 시술을 받는 성인,수술 전 식이보충제 또는 허브 보충제 노출,"비노출, 중단, 또는 통상 수술주위 관리","출혈, 수혈, 마취 상호작용, 수술주위 합병증","무작위시험, 코호트, 환자-대조군, 단면연구, 증례군, 체계적 고찰"
v3ref-0172,pubmed:32525269,HRS4_LIVER_DISEASE,Profile of herbal and dietary supplements induced liver injury in Latin America: A systematic review of published reports.,"Hepatotoxicity related to HDS is a growing global health issue. We have undertaken a systematic review of published case reports and case series from LA from 1976 to 2020 to describe the clinical features of HDS related hepatotoxicity in this region. We search in PubMed, Web of Science, Scopus and specific LA databases according to PRISMA guidelines. Only HILI cases published in LA that met criteria for DILI definition were included. Duplicate records or reports that lacked relevant data that precluded establishing causality were excluded. Finally, 17 records (23 cases) were included in this review. Centella asiatica, Carthamus tinctorius, and Herbalife® were the most reported HDS culprit products, the main reason for HDS consumption was weight loss. The clinical characteristics of HDS hepatotoxicity in our study were compared to those of other studies in the USA, Europe and China showing a similar signature with predominance of young females, hepatocellular damage, a high rate of ALF and mortality, more frequent inadvertent re-challenge and chronic damage. This study underscores the challenge in causality assessment when multi-ingredients HDS are taken and the need for consistent publication practice when reporting hepatotoxicity cases due to HDS, to foster HDS liver safety particularly in LA.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
