record_id,target_id,pmid,year,priority,suggested_decision,matched_population_terms,matched_ingredient_terms,matched_outcome_terms,matched_study_terms,title,url
pubmed:31171018:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,31171018,2019,likely_exclude,likely_exclude,anticoagulant; anticoagulation,vitamin k,hemorrhage,,Reversal of oral anticoagulation in patients with acute intracerebral hemorrhage.,https://pubmed.ncbi.nlm.nih.gov/31171018/
pubmed:30714620:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,30714620,2019,likely_exclude,likely_exclude,warfarin; inr,vitamin k,inr,,Effect of vitamin K administration on rate of warfarin reversal.,https://pubmed.ncbi.nlm.nih.gov/30714620/
pubmed:32270628:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,32270628,2020,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,inr; interaction,,Impact of CYP2C9-Interacting Drugs on Warfarin Pharmacogenomics.,https://pubmed.ncbi.nlm.nih.gov/32270628/
pubmed:17565042:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,17565042,2007,likely_exclude,likely_exclude,warfarin; inr,vitamin k,bleeding; hemorrhage; inr; interaction,,Probable warfarin-simvastatin interaction.,https://pubmed.ncbi.nlm.nih.gov/17565042/
pubmed:16786467:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,16786467,2006,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation; inr,vitamin k,bleeding; inr,randomized; clinical trial,[Anticoagulation with atrial fibrillation].,https://pubmed.ncbi.nlm.nih.gov/16786467/
pubmed:26573697:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,26573697,2016,likely_exclude,likely_exclude,anticoagulant,epa; vitamin k,bleeding; hemorrhage,,How to effectively manage the event of bleeding complications when using anticoagulants.,https://pubmed.ncbi.nlm.nih.gov/26573697/
pubmed:35491419:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,35491419,2022,likely_exclude,likely_exclude,anticoagulant; anticoagulation; atrial fibrillation; inr,epa; vitamin k,bleeding; hemorrhage; inr; adverse event,,Intracranial bleeding under vitamin K antagonists or direct oral anticoagulants: results of the RADOA registry.,https://pubmed.ncbi.nlm.nih.gov/35491419/
pubmed:16492066:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,16492066,2006,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation,vitamin k,bleeding; haemorrhage,,Haemorrhagic complications of vitamin k antagonists in the elderly: risk factors and management.,https://pubmed.ncbi.nlm.nih.gov/16492066/
pubmed:22973107:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,22973107,2012,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation; inr,vitamin k,inr,randomized; pharmacokinetic,Rivaroxaban in atrial fibrillation.,https://pubmed.ncbi.nlm.nih.gov/22973107/
pubmed:32282500:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,32282500,2020,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,inr,,LRP1 and APOA1 Polymorphisms: Impact on Warfarin International Normalized Ratio-Related Phenotypes.,https://pubmed.ncbi.nlm.nih.gov/32282500/
pubmed:12523469:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,12523469,2003,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation; inr,vitamin k,inr; interaction,,Warfarin and acetaminophen interaction.,https://pubmed.ncbi.nlm.nih.gov/12523469/
pubmed:22114781:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,22114781,2011,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,vitamin k,inr,randomized,Current challenges in personalizing warfarin therapy.,https://pubmed.ncbi.nlm.nih.gov/22114781/
pubmed:16945054:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,16945054,2006,likely_exclude,likely_exclude,warfarin; anticoagulation,cranberry; supplement,bleeding; interaction,,Interaction between warfarin and cranberry juice.,https://pubmed.ncbi.nlm.nih.gov/16945054/
pubmed:10917378:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,10917378,2000,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,vitamin k,inr; interaction,,Warfarin and celecoxib interaction.,https://pubmed.ncbi.nlm.nih.gov/10917378/
pubmed:14742793:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,14742793,2004,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,omega-3; fish oil; epa; polyunsaturated fatty acid; vitamin k; herbal; supplement,inr; platelet; interaction,case report,Fish oil interaction with warfarin.,https://pubmed.ncbi.nlm.nih.gov/14742793/
pubmed:25112306:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,25112306,2015,likely_exclude,likely_exclude,warfarin; inr,cranberry,inr; interaction,clinical trial; case report,A Comprehensive Review of Potential Warfarin-Fruit Interactions.,https://pubmed.ncbi.nlm.nih.gov/25112306/
pubmed:23790596:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,23790596,2013,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k,bleeding; inr,,Assessment of anticoagulation intensity and management of bleeding with old and new oral anticoagulants.,https://pubmed.ncbi.nlm.nih.gov/23790596/
pubmed:22467528:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,22467528,2012,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,inr; platelet,,Intensity and duration of anticoagulation therapy in antiphospholipid syndrome.,https://pubmed.ncbi.nlm.nih.gov/22467528/
pubmed:37892697:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,37892697,2023,likely_exclude,likely_exclude,warfarin; anticoagulation; atrial fibrillation,vitamin k,bleeding; interaction,randomized,"Relationships, Current Issues, Safety and Efficacy of Oral Anticoagulation in Cancer Patients with Atrial Fibrillation.",https://pubmed.ncbi.nlm.nih.gov/37892697/
pubmed:35261442:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,35261442,2022,likely_exclude,likely_exclude,warfarin; anticoagulation; atrial fibrillation; inr,vitamin k,bleeding; hemorrhage; inr,,Time in therapeutic range of anticoagulation among patients with atrial fibrillation and cerebral amyloid angiopathy.,https://pubmed.ncbi.nlm.nih.gov/35261442/
pubmed:39687922:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,39687922,2024,likely_exclude,likely_exclude,anticoagulation; inr,epa; vitamin k,bleeding; inr,,International normalized ratio measurement during perioperative anticoagulation bridging with low-molecular-weight heparin in patients undergoing heart valve replacement surgery.,https://pubmed.ncbi.nlm.nih.gov/39687922/
pubmed:19476425:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,19476425,2009,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation; inr,vitamin k; herbal,inr; interaction,case report,Interaction between gemfibrozil and warfarin: case report and review of the literature.,https://pubmed.ncbi.nlm.nih.gov/19476425/
pubmed:37673103:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,37673103,2024,likely_exclude,likely_exclude,anticoagulant; inr,vitamin k,inr,,"Effect of Previous INR Control during VKA Therapy on Subsequent DOAC Adherence and Persistence, in Patients Switched from VKA to DOAC.",https://pubmed.ncbi.nlm.nih.gov/37673103/
pubmed:28515748:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,28515748,2017,likely_exclude,likely_exclude,warfarin; inr,herbal,inr; interaction,,Effects of propolis on warfarin efficacy.,https://pubmed.ncbi.nlm.nih.gov/28515748/
pubmed:16941417:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,16941417,2006,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k,inr; interaction,,Dietary vitamin K variability affects International Normalized Ratio (INR) coagulation indices.,https://pubmed.ncbi.nlm.nih.gov/16941417/
pubmed:32522446:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,32522446,2020,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation,vitamin k,hemorrhage,cohort,Anticoagulation resumption after intracranial hemorrhage in patients treated with VKA and DOACs.,https://pubmed.ncbi.nlm.nih.gov/32522446/
pubmed:37313284:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,37313284,2023,likely_exclude,likely_exclude,anticoagulant; inr,vitamin k,bleeding; hemorrhage; inr,,A Case of Symptomatic Supratherapeutic International Normalized Ratio on Rivaroxaban.,https://pubmed.ncbi.nlm.nih.gov/37313284/
pubmed:39491548:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,39491548,2024,likely_exclude,likely_exclude,anticoagulant; anticoagulation,vitamin k,bleeding; adverse event,randomized; clinical trial,Transitioning between therapeutic anticoagulants: a clinicians guide to switching patients to or from DOAC therapy.,https://pubmed.ncbi.nlm.nih.gov/39491548/
pubmed:27354859:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,27354859,2016,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation,vitamin k,bleeding; platelet,,Management of antithrombotic therapy during cardiac implantable device surgery.,https://pubmed.ncbi.nlm.nih.gov/27354859/
pubmed:16305294:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,16305294,2005,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k; supplement,inr,,Low-dose vitamin K to augment anticoagulation control.,https://pubmed.ncbi.nlm.nih.gov/16305294/
pubmed:23545828:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,23545828,2013,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,vitamin k,inr,pharmacokinetic,[Diagnosis and treatment of warfarin resistance].,https://pubmed.ncbi.nlm.nih.gov/23545828/
pubmed:32750627:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,32750627,2020,likely_exclude,likely_exclude,anticoagulant; anticoagulation,vitamin k,bleeding; hemorrhage,,A review of guidelines on anticoagulation reversal across different clinical scenarios - Is there a general consensus?,https://pubmed.ncbi.nlm.nih.gov/32750627/
pubmed:40188746:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,40188746,2025,likely_exclude,likely_exclude,warfarin; anticoagulant; inr,vitamin k,bleeding; inr,,Twenty years of the four-factor prothrombin complex concentrate Octaplex/Balfaxar: A narrative review.,https://pubmed.ncbi.nlm.nih.gov/40188746/
pubmed:33070895:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,33070895,2020,likely_exclude,likely_exclude,anticoagulation; inr,vitamin k,bleeding; hemorrhage; inr,cohort,Prothrombin complex concentrate for vitamin K antagonist reversal in traumatic intracranial hemorrhage.,https://pubmed.ncbi.nlm.nih.gov/33070895/
pubmed:25213003:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,25213003,2014,likely_exclude,likely_exclude,warfarin; anticoagulant; atrial fibrillation; inr,vitamin k,bleeding; inr,,Impact of non-vitamin k antagonist oral anticoagulants on intracranial bleeding in Asian patients with non-valvular atrial fibrillation.,https://pubmed.ncbi.nlm.nih.gov/25213003/
pubmed:34277237:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,34277237,2021,likely_exclude,likely_exclude,warfarin; anticoagulation,vitamin k; supplement,bleeding; hemorrhage,case report,Management of Life-Threatening Bleeding in Patients With Mechanical Heart Valves.,https://pubmed.ncbi.nlm.nih.gov/34277237/
pubmed:19052707:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,19052707,2008,likely_exclude,likely_exclude,warfarin; anticoagulation; atrial fibrillation; inr,epa; vitamin k,bleeding; inr,,[Bleeding risk and perioperative management of patients anticoagulated with vitamin K antagnosists].,https://pubmed.ncbi.nlm.nih.gov/19052707/
pubmed:12659605:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,12659605,2003,likely_exclude,likely_exclude,warfarin; atrial fibrillation; inr,vitamin k; herbal,inr,,Orlistat enhances warfarin effect.,https://pubmed.ncbi.nlm.nih.gov/12659605/
pubmed:26666325:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,26666325,2015,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation; inr,vitamin k,bleeding; inr,,The Use of Novel Oral Anticoagulants in Atrial Fibrillation.,https://pubmed.ncbi.nlm.nih.gov/26666325/
pubmed:37601024:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,37601024,2023,likely_exclude,likely_exclude,anticoagulant,vitamin k,hemorrhage,,Direct oral anticoagulants or vitamin K antagonists in emergencies: comparison of management in an observational study.,https://pubmed.ncbi.nlm.nih.gov/37601024/
pubmed:27232386:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,27232386,2016,likely_exclude,likely_exclude,anticoagulation; inr,vitamin k; supplement,bleeding; inr,systematic review,Effect of Vitamin K Intake on the Stability of Treatment with Vitamin K Antagonists: A Systematic Review of the Literature.,https://pubmed.ncbi.nlm.nih.gov/27232386/
pubmed:10850575:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,10850575,2000,likely_exclude,likely_exclude,warfarin,vitamin k,bleeding; haemorrhage,,NovoSeven in warfarin-treated patients.,https://pubmed.ncbi.nlm.nih.gov/10850575/
pubmed:17322161:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,17322161,2007,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,cranberry,bleeding; inr; interaction,randomized; clinical trial; case report,Interaction potential between cranberry juice and warfarin.,https://pubmed.ncbi.nlm.nih.gov/17322161/
pubmed:24019755:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,24019755,2013,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation,vitamin k,bleeding; hemorrhage,randomized; clinical trial,Current strategies to minimize the bleeding risk of warfarin.,https://pubmed.ncbi.nlm.nih.gov/24019755/
pubmed:38829189:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,38829189,2024,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation; inr,vitamin k,bleeding; inr,cohort,Thromboembolic and bleeding complications after elective cardioversion of atrial fibrillation: a nationwide cohort study.,https://pubmed.ncbi.nlm.nih.gov/38829189/
pubmed:28724836:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,28724836,2017,likely_exclude,likely_exclude,inr,vitamin k,bleeding; hemorrhage; inr,,Prothrombin Complex Concentrate for Vitamin K Antagonist-Associated Intracranial Hemorrhage - Global Evidence and the Japanese Perspective.,https://pubmed.ncbi.nlm.nih.gov/28724836/
pubmed:32029342:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,32029342,2020,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,epa; vitamin k,bleeding; hemorrhage; inr,,Emergency medicine misconceptions: Utility of routine coagulation panels in the emergency department setting.,https://pubmed.ncbi.nlm.nih.gov/32029342/
pubmed:23943978:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,23943978,2013,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k,inr,,Treatment with vitamin K in hip fracture patients receiving warfarin.,https://pubmed.ncbi.nlm.nih.gov/23943978/
pubmed:21274594:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,21274594,2011,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,bleeding; inr; interaction,,"Practical issues with vitamin K antagonists: elevated INRs, low time-in-therapeutic range, and warfarin failure.",https://pubmed.ncbi.nlm.nih.gov/21274594/
pubmed:30808216:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,30808216,2019,likely_exclude,likely_exclude,warfarin; inr,vitamin k,inr,cohort,Effects of Obesity on Warfarin Reversal With Vitamin K.,https://pubmed.ncbi.nlm.nih.gov/30808216/
pubmed:37598356:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,37598356,2023,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; inr,vitamin k,inr,pharmacokinetic,"Exploring the complex relationship between vitamin K, gut microbiota, and warfarin variability in cardiac surgery patients.",https://pubmed.ncbi.nlm.nih.gov/37598356/
pubmed:27303213:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,27303213,2016,likely_exclude,likely_exclude,anticoagulant; anticoagulation; inr,vitamin k,bleeding; inr,,Vitamin K antagonist use: evidence of the difficulty of achieving and maintaining target INR range and subsequent consequences.,https://pubmed.ncbi.nlm.nih.gov/27303213/
pubmed:27838137:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,27838137,2017,likely_exclude,likely_exclude,warfarin; anticoagulation; inr,vitamin k,inr,case report; pharmacokinetic,Warfarin Poisoning with Delayed Rebound Toxicity.,https://pubmed.ncbi.nlm.nih.gov/27838137/
pubmed:27737407:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,27737407,2016,likely_exclude,likely_exclude,anticoagulant; anticoagulation; atrial fibrillation,vitamin k,bleeding,cohort,Anticoagulation Quality and Complications of using Vitamin K Antagonists in the Cardiac Surgery Outpatient Clinic.,https://pubmed.ncbi.nlm.nih.gov/27737407/
pubmed:35347478:pubmed_anticoag_refined_20260603T125913_ece52619,anticoag_refined,35347478,2022,likely_exclude,likely_exclude,warfarin; anticoagulant; anticoagulation; atrial fibrillation; inr,vitamin k,inr; interaction,randomized; clinical trial,Switching from warfarin to direct-acting oral anticoagulants: it is time to move forward!,https://pubmed.ncbi.nlm.nih.gov/35347478/
pubmed:36906146:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,36906146,2023,likely_exclude,likely_exclude,kidney stone; nephrolithiasis; urolithiasis; hypercalciuria,calcium; vitamin d; vitamin c; supplement,hypercalciuria; kidney stone; nephrolithiasis; recurrence,,Kidney Stone Prevention.,https://pubmed.ncbi.nlm.nih.gov/36906146/
pubmed:33668681:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,33668681,2021,likely_exclude,likely_exclude,renal stone,vitamin c; ascorbic acid,,,"Vitamin C-Sources, Physiological Role, Kinetics, Deficiency, Use, Toxicity, and Determination.",https://pubmed.ncbi.nlm.nih.gov/33668681/
pubmed:27588937:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,27588937,2016,likely_exclude,likely_exclude,renal stone; nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalcemia; hypercalciuria; nephrolithiasis,,"Vitamin D-Mediated Hypercalcemia: Mechanisms, Diagnosis, and Treatment.",https://pubmed.ncbi.nlm.nih.gov/27588937/
pubmed:34508834:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,34508834,2022,likely_exclude,likely_exclude,urolithiasis,calcium; supplement,,,Pathophysiology and Management of Hyperoxaluria and Oxalate Nephropathy: A Review.,https://pubmed.ncbi.nlm.nih.gov/34508834/
pubmed:36745886:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,36745886,2023,likely_exclude,likely_exclude,kidney stone; hypercalciuria,vitamin d,hypercalcemia; hypercalciuria; kidney stone; adverse,systematic review; meta-analysis; randomized; clinical trial,Vitamin D and Risk for Type 2 Diabetes in People With Prediabetes : A Systematic Review and Meta-analysis of Individual Participant Data From 3 Randomized Clinical Trials.,https://pubmed.ncbi.nlm.nih.gov/36745886/
pubmed:39077939:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,39077939,2024,likely_exclude,likely_exclude,hypercalciuria,calcium; vitamin d; supplement,hypercalciuria; adverse,systematic review; randomised; clinical trial,Vitamin D supplementation for women during pregnancy.,https://pubmed.ncbi.nlm.nih.gov/39077939/
pubmed:34774244:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,34774244,2021,likely_exclude,likely_exclude,hypercalciuria,calcium; vitamin d,hypercalcemia; hypercalciuria,,Vitamin D-dependent Hypercalcemia.,https://pubmed.ncbi.nlm.nih.gov/34774244/
pubmed:29264783:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,29264783,2018,likely_exclude,likely_exclude,kidney stone; nephrolithiasis,calcium; vitamin d; supplement,kidney stone; nephrolithiasis,,"Drug-Induced Kidney Stones and Crystalline Nephropathy: Pathophysiology, Prevention and Treatment.",https://pubmed.ncbi.nlm.nih.gov/29264783/
pubmed:34959915:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,34959915,2021,likely_exclude,likely_exclude,kidney stone; nephrolithiasis; hypercalciuria,calcium; vitamin d; supplement,hypercalciuria; kidney stone; nephrolithiasis,,Calcium and Vitamin D Supplementation and Their Association with Kidney Stone Disease: A Narrative Review.,https://pubmed.ncbi.nlm.nih.gov/34959915/
pubmed:26463139:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,26463139,2016,likely_exclude,likely_exclude,kidney stone,vitamin c; supplement,kidney stone,cohort,"Total, Dietary, and Supplemental Vitamin C Intake and Risk of Incident Kidney Stones.",https://pubmed.ncbi.nlm.nih.gov/26463139/
pubmed:26150027:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,26150027,2015,likely_exclude,likely_exclude,kidney stone; renal stone; nephrolithiasis; hypercalciuria,calcium; supplement,hypercalciuria; kidney stone; nephrolithiasis; recurrence,,Dietary treatment of urinary risk factors for renal stone formation. A review of CLU Working Group.,https://pubmed.ncbi.nlm.nih.gov/26150027/
pubmed:11195313:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,11195313,2000,likely_exclude,likely_exclude,nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalciuria; nephrolithiasis,,Hypercalciuria.,https://pubmed.ncbi.nlm.nih.gov/11195313/
pubmed:10435676:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,10435676,1999,likely_exclude,likely_exclude,kidney stone; nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalciuria; kidney stone; nephrolithiasis,,Nephrolithiasis.,https://pubmed.ncbi.nlm.nih.gov/10435676/
pubmed:16357816:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,16357816,2005,likely_exclude,likely_exclude,nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalciuria; nephrolithiasis,,[Hypercalciuria].,https://pubmed.ncbi.nlm.nih.gov/16357816/
pubmed:15133327:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,15133327,2004,likely_exclude,likely_exclude,nephrolithiasis; urolithiasis; hypercalciuria,calcium; vitamin d,hypercalciuria; nephrolithiasis,,Osteoporosis and urolithiasis.,https://pubmed.ncbi.nlm.nih.gov/15133327/
pubmed:28879535:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,28879535,2018,likely_exclude,likely_exclude,hypercalciuria,calcium; vitamin d,hypercalcemia; hypercalciuria,,Hypercalcemia: a consultant's approach.,https://pubmed.ncbi.nlm.nih.gov/28879535/
pubmed:29562593:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,29562593,2018,likely_exclude,likely_exclude,kidney stone; nephrolithiasis; hypercalciuria,calcium; vitamin d; supplement,hypercalciuria; kidney stone; nephrolithiasis,,"Vitamin D, Hypercalciuria and Kidney Stones.",https://pubmed.ncbi.nlm.nih.gov/29562593/
pubmed:27539983:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,27539983,2017,likely_exclude,likely_exclude,urolithiasis,calcium; vitamin d,recurrence,,Pathophysiology-based treatment of urolithiasis.,https://pubmed.ncbi.nlm.nih.gov/27539983/
pubmed:33461896:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,33461896,2021,likely_exclude,likely_exclude,urolithiasis; hypercalciuria,calcium; vitamin d,hypercalciuria,,[Nephrocalcinosis in children].,https://pubmed.ncbi.nlm.nih.gov/33461896/
pubmed:32533118:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,32533118,2020,likely_exclude,likely_exclude,kidney stone; nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalciuria; kidney stone; nephrolithiasis,,Genetics of kidney stone disease.,https://pubmed.ncbi.nlm.nih.gov/32533118/
pubmed:38606357:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,38606357,2024,likely_exclude,likely_exclude,nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalcemia; hypercalciuria; nephrolithiasis,,Review of childhood genetic nephrolithiasis and nephrocalcinosis.,https://pubmed.ncbi.nlm.nih.gov/38606357/
pubmed:39836479:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,39836479,2025,likely_exclude,likely_exclude,hypercalciuria,calcium; vitamin d,hypercalcemia; hypercalciuria,,Calcium-Sensing Receptor in the Thick Ascending Limb and Renal Response to Hypercalcemia.,https://pubmed.ncbi.nlm.nih.gov/39836479/
pubmed:8620732:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,8620732,1996,manual_review_high,include_candidate,renal stone; hypercalciuria,calcium; vitamin d,hypercalcemia; hypercalciuria,,"Vitamin D, calcium, and sarcoidosis.",https://pubmed.ncbi.nlm.nih.gov/8620732/
pubmed:37761859:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,37761859,2023,likely_exclude,likely_exclude,nephrolithiasis,vitamin c,nephrolithiasis,,"Oxalate (dys)Metabolism: Person-to-Person Variability, Kidney and Cardiometabolic Toxicity.",https://pubmed.ncbi.nlm.nih.gov/37761859/
pubmed:36645022:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,36645022,2023,likely_exclude,likely_exclude,urolithiasis,calcium; vitamin d,hypercalcemia; adverse,,Ionized hypercalcemia in 238 cats from a referral hospital population (2009-2019).,https://pubmed.ncbi.nlm.nih.gov/36645022/
pubmed:35598638:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,35598638,2022,likely_exclude,likely_exclude,nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalcemia; hypercalciuria; nephrolithiasis,,Calcium homeostasis and hyperparathyroidism: Nephrologic and endocrinologic points of view.,https://pubmed.ncbi.nlm.nih.gov/35598638/
pubmed:37049567:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,37049567,2023,likely_exclude,likely_exclude,kidney stone; urolithiasis; hypercalciuria,calcium; vitamin d; supplement,hypercalciuria; kidney stone,,Vitamin D and Calcium Supplementation and Urolithiasis: A Controversial and Multifaceted Relationship.,https://pubmed.ncbi.nlm.nih.gov/37049567/
pubmed:26816771:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,26816771,2014,likely_exclude,likely_exclude,,calcium; vitamin d; supplement,,,Calcium intake and urinary stone disease.,https://pubmed.ncbi.nlm.nih.gov/26816771/
pubmed:16775455:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,16775455,2006,likely_exclude,likely_exclude,hypercalciuria,calcium; vitamin d,hypercalciuria,,Genetic hypercalciuric stone-forming rats.,https://pubmed.ncbi.nlm.nih.gov/16775455/
pubmed:29664757:pubmed_kidney_stone_refined_20260603T125918_598b32ee,kidney_stone_refined,29664757,2018,likely_exclude,likely_exclude,kidney stone; nephrolithiasis; hypercalciuria,calcium; vitamin d,hypercalciuria; kidney stone; nephrolithiasis,randomized; clinical trial,Primary hyperparathyroidism: recent advances.,https://pubmed.ncbi.nlm.nih.gov/29664757/
