question_id,record_id,regex_passed,regex_signals,llm_decision,kept
HRS2_KIDNEY_DISEASE,pubmed:24862489,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:25317905,false,population|outcome,retain,false
HRS2_KIDNEY_DISEASE,pubmed:25599730,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:25609654,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:25746727,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:25770176,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:25874904,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:25884981,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:26211501,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:26239363,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:26498106,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:26757660,false,outcome,uncertain,false
HRS2_KIDNEY_DISEASE,pubmed:26786148,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:27514606,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:27791225,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:27858927,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:27903997,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:27923526,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:27928454,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:28001186,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:28160765,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:28271466,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:28346348,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:28375181,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:28574937,false,exposure|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:29484540,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:29779028,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:29961059,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:30056379,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:30125457,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:30181461,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:30229462,false,population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:30642029,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:30684283,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:31092669,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:31425172,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:31581752,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:31585781,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:31829927,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:31928802,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:31996592,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:32162241,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:32659245,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:33121637,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:33142717,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:33367869,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:33597108,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34155082,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34254256,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34286806,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34343992,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34378863,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34469084,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34578879,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34669303,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34704483,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34740538,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34802788,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:34905018,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:35011106,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:35073986,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:35597332,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:35609996,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:35745210,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:36041061,true,exposure|population|outcome,deprioritize,false
HRS2_KIDNEY_DISEASE,pubmed:36749131,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:37202214,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:37408329,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:37870148,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:38056999,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:38128853,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:38199618,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:38728008,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:38810556,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:38893451,false,population,retain,false
HRS2_KIDNEY_DISEASE,pubmed:38931153,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:39436083,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:39639196,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:39826005,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:40011815,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:40259348,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:40381110,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:40435579,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:40594210,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:40690436,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:41032243,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:41201837,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:41367906,false,exposure|outcome,retain,false
HRS2_KIDNEY_DISEASE,pubmed:41683304,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:41692069,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:41813705,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:41851014,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:41933167,true,exposure|population|outcome,retain,true
HRS2_KIDNEY_DISEASE,pubmed:41961655,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:10221607,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:10565401,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:10597956,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:10597957,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:10618814,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:10632957,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:10791559,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:10797835,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:10799405,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:10799410,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:10799411,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:11246572,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:11389365,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:11710548,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:11986454,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:12069403,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:12577128,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:12589608,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:12592417,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:12636950,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:12790884,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:1290771,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:12910485,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:12927015,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:13053202,false,exposure|population,retain,false
HRS3_PREGNANCY,pubmed:13236236,false,exposure|population,retain,false
HRS3_PREGNANCY,pubmed:13907465,false,exposure|population,retain,false
HRS3_PREGNANCY,pubmed:14531887,false,exposure,deprioritize,false
HRS3_PREGNANCY,pubmed:14662212,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:14755429,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15029739,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15097014,false,population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:15123124,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15166109,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15357625,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15531434,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15615817,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15745642,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15802416,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15823690,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:15846695,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15846696,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15847033,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15850143,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15863553,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15894212,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15907654,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:15937944,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:15985279,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:16037648,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:16168747,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:16320666,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:16325743,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:16492971,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:16511885,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:16538237,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:16625530,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:16740440,false,exposure|population,retain,false
HRS3_PREGNANCY,pubmed:16763902,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:16901666,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:16969438,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:16988650,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17000569,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17022907,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17054223,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17103190,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17133404,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17194171,false,population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:17299499,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17325558,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:17472477,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17526463,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:17889811,false,population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:18064661,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:18076885,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:18088161,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:18443550,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:18461244,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:18467540,false,population,deprioritize,false
HRS3_PREGNANCY,pubmed:18482454,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:18595980,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:18941947,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:18978170,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19056637,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19081432,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19096117,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:19219097,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:19254990,false,exposure,retain,false
HRS3_PREGNANCY,pubmed:19270804,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19318940,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19476472,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19487083,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19527380,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19559066,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:19622956,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:19804947,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20024603,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20027048,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:20089774,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20099994,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20128938,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20141666,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:20180693,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20353456,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20368374,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20369151,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20381313,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20435345,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:20504979,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:20980489,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21039913,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21252966,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21367581,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21424548,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:21470265,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21470367,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:21481234,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:21481821,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:21527433,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21544706,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:21597985,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21643774,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:21706518,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21838165,false,population,deprioritize,false
HRS3_PREGNANCY,pubmed:21895892,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:21915935,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22002219,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:22047825,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22056564,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:22059409,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22081889,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22235686,false,population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:22269042,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:22325302,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22327736,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22349090,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:22369393,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22435354,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22659194,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22734580,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22771225,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22786531,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22900183,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:22943726,false,exposure|population,retain,false
HRS3_PREGNANCY,pubmed:22951628,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23029616,false,population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:23131462,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23152228,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23157584,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:23205866,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:232204,false,outcome,retain,false
HRS3_PREGNANCY,pubmed:23262963,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23268736,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23275017,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23342891,false,exposure|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:23350208,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23420136,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:23435582,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23442391,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23539202,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:23559082,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23578649,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:23587190,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23639938,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23684997,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23716465,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:23815874,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24032278,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24054765,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24120698,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24164813,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24176229,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:24233255,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24277681,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24451224,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24535321,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24614387,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24642205,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24645773,false,outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:24645975,false,outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:24679067,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24686805,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24696187,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24720591,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24754328,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24762311,false,outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:24806435,false,outcome,uncertain,false
HRS3_PREGNANCY,pubmed:24810692,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:24975195,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25044451,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25093607,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25117752,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25180056,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25293764,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25398206,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25415364,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25424556,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25488886,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:256028,false,population,retain,false
HRS3_PREGNANCY,pubmed:25866306,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:25872115,false,outcome,retain,false
HRS3_PREGNANCY,pubmed:25971830,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26039815,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26099195,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26178749,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26198451,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26228703,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:26240050,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26247661,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26280534,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26301282,false,exposure|population,retain,false
HRS3_PREGNANCY,pubmed:26334606,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26343254,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26343712,false,exposure|population,retain,false
HRS3_PREGNANCY,pubmed:26348751,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26374177,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26375995,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:26415762,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26441065,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26456736,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26457716,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26476891,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26482110,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26522344,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26601850,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26662928,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26732633,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:26817380,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:26886241,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26900104,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:26901401,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26909852,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26944421,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:26956254,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27211322,true,exposure|population|outcome,deprioritize,false
HRS3_PREGNANCY,pubmed:27246791,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27440542,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27540762,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27544544,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27571855,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27611852,false,exposure|population,deprioritize,false
HRS3_PREGNANCY,pubmed:27697077,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:27716105,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27718306,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27720038,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27724923,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:27754451,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:27780751,false,population|outcome,retain,false
HRS3_PREGNANCY,pubmed:27888033,false,exposure|population,retain,false
HRS3_PREGNANCY,pubmed:28097361,false,exposure|outcome,retain,false
HRS3_PREGNANCY,pubmed:28097362,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:28162128,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:28188842,true,exposure|population|outcome,retain,true
HRS3_PREGNANCY,pubmed:28217829,true,exposure|population|outcome,retain,true
