question_id,record_id,provider_id,title,authors,venue,year,doi,source_url,publication_types,automated_eligibility,population_evidence,supplement,dose_extracted,outcome_evidence,evidence_locator,fulltext_locator,human_screened,extraction_authority,priority_score
B1,REC-PUBMED-12045831,12045831,Effect of calcium intake on urinary oxalate excretion in calcium stone-forming patients.,Nishiura JL; Martini LA; Mendonça CO; Schor N; Heilberg IP,Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas,2002.0,10.1590/s0100-879x2002000600006,https://pubmed.ncbi.nlm.nih.gov/12045831/,"Journal Article|Research Support, Non-U.S. Gov't",include_candidate_design_unclear,Dietary calcium lowers the risk of nephrolithiasis due to a decreased absorption of dietary oxalate that is bound by intestinal calcium. | The aim of the present study was to evaluate oxaluria in normocalciuric and hypercalciuric lithiasic patients under different calcium intake.,calcium,1 g/day | 500 mg | 500 mg/day,Effect of calcium intake on urinary oxalate excretion in calcium stone-forming patients.. | Dietary calcium lowers the risk of nephrolithiasis due to a decreased absorption of dietary oxalate that is bound by intestinal calcium. | The aim of the present study was to evaluate oxaluria in normocalciuric and hypercalciuric lithiasic patients under different calcium intake.,ABSTRACT: Effect of calcium intake on urinary oxalate excretion in calcium stone-forming patients.. | Dietary calcium lowers the risk of nephrolithiasis due to a decreased absorption of dietary oxalate that is bound by intestinal calcium. | The aim of the present study was to evaluate oxaluria in normocalciuric and hypercalciuric lithiasic patients under different calcium intake.,,False,automated_from_observed_title_abstract,6
B1,REC-PUBMED-4055988,4055988,Calcium citrate: reduced propensity for the crystallization of calcium oxalate in urine resulting from induced hypercalciuria of calcium supplementation.,Harvey JA; Zobitz MM; Pak CY,The Journal of clinical endocrinology and metabolism,1985.0,10.1210/jcem-61-6-1223,https://pubmed.ncbi.nlm.nih.gov/4055988/,"Journal Article|Research Support, U.S. Gov't, P.H.S.",include_candidate_design_unclear,Calcium citrate: reduced propensity for the crystallization of calcium oxalate in urine resulting from induced hypercalciuria of calcium supplementation..,calcium,77 mg/day | 800 mg,"Calcium citrate: reduced propensity for the crystallization of calcium oxalate in urine resulting from induced hypercalciuria of calcium supplementation.. | During treatment, urinary calcium increased significantly (from 150 +/- 65 (SD) to 248 +/- 77 mg/day). | Thus, calcium citrate may not be attendant with the risk for stone formation usually associated with calcium supplementation.","ABSTRACT: Calcium citrate: reduced propensity for the crystallization of calcium oxalate in urine resulting from induced hypercalciuria of calcium supplementation.. | During treatment, urinary calcium increased significantly (from 150 +/- 65 (SD) to 248 +/- 77 mg/day). | Thus, calcium citrate may not be attendant with the risk for stone formation usually associated with calcium supplementation.",,False,automated_from_observed_title_abstract,6
B1,REC-PUBMED-6876264,6876264,Effect of calcium restriction on renal excretion of oxalate and the probability of stones in the various pathophysiological groups with calcium stones.,Bataille P; Charransol G; Gregoire I; Daigre JL; Coevoet B; Makdassi R; Pruna A; Locquet P; Sueur JP; Fournier A,The Journal of urology,1983.0,10.1016/s0022-5347(17)51073-3,https://pubmed.ncbi.nlm.nih.gov/6876264/,"Journal Article|Research Support, Non-U.S. Gov't",include_candidate_design_unclear,"The probability of stones decreased only in patients with absorptive hypercalciuria type II owing to the usual excessive calcium intake and increased in those with absorptive hypercalciuria type I and renal hypercalciuria, which are associated with true hyperabsorption of calcium and represent the 2 forms of idiopathic hypercalciuria. | We believe that simple calcium restriction is beneficial for patients with idiopathic calculi only when the hypercalciuria is caused by exaggerated intake of calcium, since it increases the probability of stones in patients with idiopathic hypercalciuria.",calcium,,"Effect of calcium restriction on renal excretion of oxalate and the probability of stones in the various pathophysiological groups with calcium stones.. | To evaluate the adequacy of simple calcium restriction for patients with idiopathic calcium stones the effect of 5 days of calcium restriction without oxalate restriction on renal excretion of calcium and oxalate, and the corresponding probability of stones were assessed in 50 controls and 48 patients. | The probability of stones decreased only in patients with absorptive hypercalciuria type II owing to the usual excessive calcium intake and increased in those with absorptive hypercalciuria type I and renal hypercalciuria, which are associated with true hyperabsorption of calcium and represent the 2 forms of idiopathic hypercalciuria.","ABSTRACT: Effect of calcium restriction on renal excretion of oxalate and the probability of stones in the various pathophysiological groups with calcium stones.. | To evaluate the adequacy of simple calcium restriction for patients with idiopathic calcium stones the effect of 5 days of calcium restriction without oxalate restriction on renal excretion of calcium and oxalate, and the corresponding probability of stones were assessed in 50 controls and 48 patients. | The probability of stones decreased only in patients with absorptive hypercalciuria type II owing to the usual excessive calcium intake and increased in those with absorptive hypercalciuria type I and renal hypercalciuria, which are associated with true hyperabsorption of calcium and represent the 2 forms of idiopathic hypercalciuria.",,False,automated_from_observed_title_abstract,5
B1,REC-PUBMED-12636048,12636048,"Effects of calcium carbonate, magnesium oxide and sodium citrate bicarbonate health supplements on the urinary risk factors for kidney stone formation.",Allie S; Rodgers A,Clinical chemistry and laboratory medicine,2003.0,10.1515/cclm.2003.008,https://pubmed.ncbi.nlm.nih.gov/12636048/,"Comparative Study|Journal Article|Research Support, Non-U.S. Gov't",include_candidate_design_unclear,"Effects of calcium carbonate, magnesium oxide and sodium citrate bicarbonate health supplements on the urinary risk factors for kidney stone formation..",calcium,,"Effects of calcium carbonate, magnesium oxide and sodium citrate bicarbonate health supplements on the urinary risk factors for kidney stone formation.. | The model was applied to eight healthy males who participated in a study to investigate the chemical interactions between calcium carbonate, magnesium oxide and sodium citrate-bicarbonate health supplements on calcium oxalate urinary stone risk factors. | We propose that the novel approach described in this paper allows for the evaluation of individual, additive and synergistic interactions in the assessment of the efficacy of stone-risk reducing preparations.","ABSTRACT: Effects of calcium carbonate, magnesium oxide and sodium citrate bicarbonate health supplements on the urinary risk factors for kidney stone formation.. | The model was applied to eight healthy males who participated in a study to investigate the chemical interactions between calcium carbonate, magnesium oxide and sodium citrate-bicarbonate health supplements on calcium oxalate urinary stone risk factors.",,False,automated_from_observed_title_abstract,4
B1,REC-PUBMED-9337641,9337641,Different dietary calcium intake and relative supersaturation of calcium oxalate in the urine of patients forming renal stones.,Messa P; Marangella M; Paganin L; Codardini M; Cruciatti A; Turrin D; Filiberto Z; Mioni G,"Clinical science (London, England : 1979)",1997.0,10.1042/cs0930257,https://pubmed.ncbi.nlm.nih.gov/9337641/,Journal Article,include_candidate_design_unclear,"Different dietary calcium intake and relative supersaturation of calcium oxalate in the urine of patients forming renal stones.. | Dietary calcium restriction, an efficient practice in reducing urinary calcium excretion, has been reported to induce either an increase or no change in oxalate excretion, questioning its use in hypercalciuric stone-forming patients.",calcium,,"Different dietary calcium intake and relative supersaturation of calcium oxalate in the urine of patients forming renal stones.. | Dietary calcium restriction, an efficient practice in reducing urinary calcium excretion, has been reported to induce either an increase or no change in oxalate excretion, questioning its use in hypercalciuric stone-forming patients. | The aim of the study was to evaluate the effect of dietary calcium restriction on the relative supersaturation of calcium oxalate in the urine of stone-forming patients utilizing a computer methodology which takes into account the main soluble complex species of oxalate.","ABSTRACT: Different dietary calcium intake and relative supersaturation of calcium oxalate in the urine of patients forming renal stones.. | Dietary calcium restriction, an efficient practice in reducing urinary calcium excretion, has been reported to induce either an increase or no change in oxalate excretion, questioning its use in hypercalciuric stone-forming patients. | The aim of the study was to evaluate the effect of dietary calcium restriction on the relative supersaturation of calcium oxalate in the urine of stone-forming patients utilizing a computer methodology which takes into account the main soluble complex species of oxalate.",,False,automated_from_observed_title_abstract,4
B2,REC-PUBMED-37481570,37481570,Effect of two vitamin D repletion protocols on 24-h urine calcium in patients with recurrent calcium kidney stones and vitamin D deficiency: a randomized clinical trial.,Sardari Masihi L; Borumandnia N; Taheri M; Basiri A; Imani H; Jalali S; Tavasoli S,European journal of medical research,2023.0,10.1186/s40001-023-01226-z,https://pubmed.ncbi.nlm.nih.gov/37481570/,Journal Article|Randomized Controlled Trial,include_candidate,Effect of two vitamin D repletion protocols on 24-h urine calcium in patients with recurrent calcium kidney stones and vitamin D deficiency: a randomized clinical trial.. | OBJECTIVES: To evaluate the effects of two vitamin D repletion therapies (cholecalciferol) on serum levels of 25-hydroxyvitamin D (25(OH)D) and 24-h urine calcium in patients with recurrent calcium kidney stones and vitamin D deficiency (VDD).,vitamin d,"2000 IU | 50,000 IU","Effect of two vitamin D repletion protocols on 24-h urine calcium in patients with recurrent calcium kidney stones and vitamin D deficiency: a randomized clinical trial.. | OBJECTIVES: To evaluate the effects of two vitamin D repletion therapies (cholecalciferol) on serum levels of 25-hydroxyvitamin D (25(OH)D) and 24-h urine calcium in patients with recurrent calcium kidney stones and vitamin D deficiency (VDD). | DESIGN, SETTING, PARTICIPANTS: A parallel-group randomized controlled clinical trial on patients who referred to Labbafinejad kidney stone prevention clinic, Tehran, Iran.",ABSTRACT: Effect of two vitamin D repletion protocols on 24-h urine calcium in patients with recurrent calcium kidney stones and vitamin D deficiency: a randomized clinical trial.. | OBJECTIVES: To evaluate the effects of two vitamin D repletion therapies (cholecalciferol) on serum levels of 25-hydroxyvitamin D (25(OH)D) and 24-h urine calcium in patients with recurrent calcium kidney stones and vitamin D deficiency (VDD).,https://pmc.ncbi.nlm.nih.gov/articles/PMC10362614/,False,automated_from_observed_title_abstract,16
B2,REC-PUBMED-24657333,24657333,Risk of hypercalcemia in blacks taking hydrochlorothiazide and vitamin D.,Chandler PD; Scott JB; Drake BF; Ng K; Forman JP; Chan AT; Bennett GG; Hollis BW; Giovannucci EL; Emmons KM; Fuchs CS,The American journal of medicine,2014.0,10.1016/j.amjmed.2014.02.044,https://pubmed.ncbi.nlm.nih.gov/24657333/,"Journal Article|Randomized Controlled Trial|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",include_candidate,Risk of hypercalcemia in blacks taking hydrochlorothiazide and vitamin D.. | The risk for hypercalcemia among blacks using vitamin D and hydrochlorothiazide is undefined.,vitamin d,4000 IU | 4000 international units,"Risk of hypercalcemia in blacks taking hydrochlorothiazide and vitamin D.. | INTRODUCTION: Hydrochlorothiazide, an effective antihypertensive medication commonly prescribed to blacks, decreases urinary calcium excretion. | The risk for hypercalcemia among blacks using vitamin D and hydrochlorothiazide is undefined.","ABSTRACT: Risk of hypercalcemia in blacks taking hydrochlorothiazide and vitamin D.. | The risk for hypercalcemia among blacks using vitamin D and hydrochlorothiazide is undefined. | METHODS: We assessed the frequency of hypercalcemia in hydrochlorothiazide users in a post hoc analysis of a randomized, double-blind, dose-finding trial of 328 blacks (median age 51 years) assigned to either placebo, or 1000, 2000, or 4000 international units of cholecalciferol (vitamin D3) daily for 3 months during the winter (2007-2010).",https://pmc.ncbi.nlm.nih.gov/articles/PMC4127365/,False,automated_from_observed_title_abstract,15
B2,REC-PUBMED-24937025,24937025,Incidence of hypercalciuria and hypercalcemia during vitamin D and calcium supplementation in older women.,Gallagher JC; Smith LM; Yalamanchili V,"Menopause (New York, N.Y.)",2014.0,10.1097/gme.0000000000000270,https://pubmed.ncbi.nlm.nih.gov/24937025/,"Journal Article|Randomized Controlled Trial|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",include_candidate,"Incidence of hypercalciuria and hypercalcemia during vitamin D and calcium supplementation in older women.. | OBJECTIVE: This study aims to prospectively assess the incidence of hypercalciuria and hypercalcemia with different doses of vitamin D and with a calcium intake of approximately 1,200 mg/day.",vitamin d,"1,200 mg | 1,200 mg/day","Incidence of hypercalciuria and hypercalcemia during vitamin D and calcium supplementation in older women.. | OBJECTIVE: This study aims to prospectively assess the incidence of hypercalciuria and hypercalcemia with different doses of vitamin D and with a calcium intake of approximately 1,200 mg/day. | Serum and 24-hour urine calcium were collected every 3 months on supplementation, any test result above the upper reference range represented an episode of hypercalcemia or hypercalciuria.","ABSTRACT: Incidence of hypercalciuria and hypercalcemia during vitamin D and calcium supplementation in older women.. | OBJECTIVE: This study aims to prospectively assess the incidence of hypercalciuria and hypercalcemia with different doses of vitamin D and with a calcium intake of approximately 1,200 mg/day. | No relationship between hypercalcemia or hypercalciuria and vitamin D dose was found, and hypercalciuria was equally common in the placebo group.",https://pmc.ncbi.nlm.nih.gov/articles/PMC4209182/,False,automated_from_observed_title_abstract,15
B2,REC-PUBMED-23595003,23595003,"A 250 μg/week dose of vitamin D was as effective as a 50 μg/d dose in healthy adults, but a regimen of four weekly followed by monthly doses of 1250 μg raised the risk of hypercalciuria.",Zwart SR; Parsons H; Kimlin M; Innis SM; Locke JP; Smith SM,The British journal of nutrition,2013.0,10.1017/s000711451300113x,https://pubmed.ncbi.nlm.nih.gov/23595003/,"Journal Article|Randomized Controlled Trial|Research Support, U.S. Gov't, Non-P.H.S.",include_candidate,"A 250 μg/week dose of vitamin D was as effective as a 50 μg/d dose in healthy adults, but a regimen of four weekly followed by monthly doses of 1250 μg raised the risk of hypercalciuria.. | Subjects in the 1250 μg treatment group, who had a BMI >26 kg/m2, had a steady increase in urinary Ca in the first 3 weeks of supplementation, and, overall, the relative risk of hypercalciuria was higher in the 1250 μg group than in the placebo group (P=0·01).",vitamin d,1250 μg | 50 000 IU,"A 250 μg/week dose of vitamin D was as effective as a 50 μg/d dose in healthy adults, but a regimen of four weekly followed by monthly doses of 1250 μg raised the risk of hypercalciuria.. | Subjects in the 1250 μg treatment group, who had a BMI >26 kg/m2, had a steady increase in urinary Ca in the first 3 weeks of supplementation, and, overall, the relative risk of hypercalciuria was higher in the 1250 μg group than in the placebo group (P=0·01). | Although vitamin D supplementation remains a controversial issue, these data document that supplementing with ≤ 250 mg/week (≤ 10 000 IU/week) can improve or maintain vitamin D status in healthy populations without the risk of hypercalciuria, but 24 h urinary Ca excretion should be evaluated in healthy persons receiving vitamin D3 supplementation in weekly single doses of 1250 μg (50 000 IU).","ABSTRACT: A 250 μg/week dose of vitamin D was as effective as a 50 μg/d dose in healthy adults, but a regimen of four weekly followed by monthly doses of 1250 μg raised the risk of hypercalciuria.. | Although vitamin D supplementation remains a controversial issue, these data document that supplementing with ≤ 250 mg/week (≤ 10 000 IU/week) can improve or maintain vitamin D status in healthy populations without the risk of hypercalciuria, but 24 h urinary Ca excretion should be evaluated in healthy persons receiving vitamin D3 supplementation in weekly single doses of 1250 μg (50 000 IU).",,False,automated_from_observed_title_abstract,14
B2,REC-PUBMED-31005969,31005969,Monthly high-dose vitamin D supplementation does not increase kidney stone risk or serum calcium: results from a randomized controlled trial.,Malihi Z; Lawes CMM; Wu Z; Huang Y; Waayer D; Toop L; Khaw KT; Camargo CA; Scragg R,The American journal of clinical nutrition,2019.0,10.1093/ajcn/nqy378,https://pubmed.ncbi.nlm.nih.gov/31005969/,"Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",include_candidate,"Monthly high-dose vitamin D supplementation does not increase kidney stone risk or serum calcium: results from a randomized controlled trial.. | OBJECTIVE: We investigated the incidence of kidney stone and hypercalcemia events in a large, population-based RCT of vitamin D supplementation.",vitamin d,"100,000 IU","Monthly high-dose vitamin D supplementation does not increase kidney stone risk or serum calcium: results from a randomized controlled trial.. | OBJECTIVE: We investigated the incidence of kidney stone and hypercalcemia events in a large, population-based RCT of vitamin D supplementation. | Participants provided information about recent kidney stone events in regular questionnaires sent to them with study capsules.","ABSTRACT: Monthly high-dose vitamin D supplementation does not increase kidney stone risk or serum calcium: results from a randomized controlled trial.. | OBJECTIVE: We investigated the incidence of kidney stone and hypercalcemia events in a large, population-based RCT of vitamin D supplementation. | RESULTS: During a median follow-up of 3.3 y, 158 participants reported a kidney stone event (76 vitamin D, 82 placebo).",,False,automated_from_observed_title_abstract,12
B2,REC-PUBMED-27765695,27765695,Vitamin D Repletion in Kidney Stone Formers: A Randomized Controlled Trial.,Ferroni MC; Rycyna KJ; Averch TD; Semins MJ,The Journal of urology,2017.0,10.1016/j.juro.2016.10.057,https://pubmed.ncbi.nlm.nih.gov/27765695/,Journal Article|Randomized Controlled Trial,include_candidate,Vitamin D Repletion in Kidney Stone Formers: A Randomized Controlled Trial.. | PURPOSE: Vitamin D deficiency is often detected during metabolic evaluation in the nephrolithiasis population.,vitamin d,"1,000 IU | 50,000 IU","Vitamin D Repletion in Kidney Stone Formers: A Randomized Controlled Trial.. | PURPOSE: Vitamin D deficiency is often detected during metabolic evaluation in the nephrolithiasis population. | Multiple vitamin D repletion protocols exist, although their differing impact on urinary stone formation risk factors is unclear.","ABSTRACT: Vitamin D Repletion in Kidney Stone Formers: A Randomized Controlled Trial.. | PURPOSE: Vitamin D deficiency is often detected during metabolic evaluation in the nephrolithiasis population. | Multiple vitamin D repletion protocols exist, although their differing impact on urinary stone formation risk factors is unclear.",,False,automated_from_observed_title_abstract,12
B2,REC-PUBMED-27604776,27604776,"Hypercalcemia, hypercalciuria, and kidney stones in long-term studies of vitamin D supplementation: a systematic review and meta-analysis.",Malihi Z; Wu Z; Stewart AW; Lawes CM; Scragg R,The American journal of clinical nutrition,2016.0,10.3945/ajcn.116.134981,https://pubmed.ncbi.nlm.nih.gov/27604776/,Journal Article|Meta-Analysis|Systematic Review,include_candidate,"Hypercalcemia, hypercalciuria, and kidney stones in long-term studies of vitamin D supplementation: a systematic review and meta-analysis.. | However, adverse events from very large annual doses of vitamin D have been shown in 2 RCTs, whereas in a third RCT, low-dose vitamin D, with calcium supplements, was shown to increase kidney stone risk.",vitamin d,,"Hypercalcemia, hypercalciuria, and kidney stones in long-term studies of vitamin D supplementation: a systematic review and meta-analysis.. | However, adverse events from very large annual doses of vitamin D have been shown in 2 RCTs, whereas in a third RCT, low-dose vitamin D, with calcium supplements, was shown to increase kidney stone risk. | OBJECTIVE: We analyzed the side effects related to calcium metabolism in RCTs, specifically hypercalcemia, hypercalciuria, and kidney stones, in participants who were given vitamin D supplements for ≥24 wk compared with in subjects in the placebo arm.","ABSTRACT: Hypercalcemia, hypercalciuria, and kidney stones in long-term studies of vitamin D supplementation: a systematic review and meta-analysis.. | However, adverse events from very large annual doses of vitamin D have been shown in 2 RCTs, whereas in a third RCT, low-dose vitamin D, with calcium supplements, was shown to increase kidney stone risk. | OBJECTIVE: We analyzed the side effects related to calcium metabolism in RCTs, specifically hypercalcemia, hypercalciuria, and kidney stones, in participants who were given vitamin D supplements for ≥24 wk compared with in subjects in the placebo arm.",,False,automated_from_observed_title_abstract,12
B2,REC-PUBMED-40995255,40995255,Association Between Vitamin D Supplementation and Urolithiasis Recurrence Outcomes in Known Stone Formers: A Retrospective Cohort Study With Dose-Response Analysis.,Alzaben N; Mokhtar A; Altwijri F; Alawaji S; Almannie R; Binsaleh S; Althunayan A,Cureus,2025.0,10.7759/cureus.90853,https://pubmed.ncbi.nlm.nih.gov/40995255/,Journal Article,include_candidate,"Association Between Vitamin D Supplementation and Urolithiasis Recurrence Outcomes in Known Stone Formers: A Retrospective Cohort Study With Dose-Response Analysis.. | Background Vitamin D supplementation is widely prescribed to correct vitamin D deficiency, but its impact on urinary stone recurrence in patients with a history of urolithiasis (stone formers) remains uncertain.",vitamin d,,"Association Between Vitamin D Supplementation and Urolithiasis Recurrence Outcomes in Known Stone Formers: A Retrospective Cohort Study With Dose-Response Analysis.. | Background Vitamin D supplementation is widely prescribed to correct vitamin D deficiency, but its impact on urinary stone recurrence in patients with a history of urolithiasis (stone formers) remains uncertain. | A total of 353 adult stone formers were categorized as non-supplemented (n = 235) or supplemented (n = 118), with stratification by dose (≤800 IU daily, 10,000 IU weekly, and 50,000 IU weekly).","ABSTRACT: Association Between Vitamin D Supplementation and Urolithiasis Recurrence Outcomes in Known Stone Formers: A Retrospective Cohort Study With Dose-Response Analysis.. | Background Vitamin D supplementation is widely prescribed to correct vitamin D deficiency, but its impact on urinary stone recurrence in patients with a history of urolithiasis (stone formers) remains uncertain. | Conclusions In this retrospective cohort of known stone formers, vitamin D supplementation, particularly at higher doses, was associated with a greater risk of recurrence.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12455253/,False,automated_from_observed_title_abstract,11
B2,REC-PUBMED-30056401,30056401,"The impact of vitamin D supplementation on vitamin D level, urinary calcium excretion and bone density in patients with hypercalciuria and vitamin D deficiency - preliminary report.",Milart J; Jobs K; Tłustochowicz M; Pogonowska M; Kalicki B,Developmental period medicine,2018.0,10.34763/devperiodmed.20182202.144152,https://pubmed.ncbi.nlm.nih.gov/30056401/,Journal Article,include_candidate_design_unclear,"The impact of vitamin D supplementation on vitamin D level, urinary calcium excretion and bone density in patients with hypercalciuria and vitamin D deficiency - preliminary report.. | AIM: To study the impact of vitamin D supplementation on vitamin D concentration in plasma, calcium urinary excretion and bone density in patients with urolithiasis in the course of idiopathic hypercalciuria and with a low vitamin D level.",vitamin d,400 IU | 800 IU,"The impact of vitamin D supplementation on vitamin D level, urinary calcium excretion and bone density in patients with hypercalciuria and vitamin D deficiency - preliminary report.. | AIM: To study the impact of vitamin D supplementation on vitamin D concentration in plasma, calcium urinary excretion and bone density in patients with urolithiasis in the course of idiopathic hypercalciuria and with a low vitamin D level. | MATERIALS AND METHOD: Prospective analysis concerning 28 patients (16 boys, 12 girls) aged 6-14 years (average 10.4) in terms of urinary calcium excretion (mg/kg/day and Ca/Creatinine ratio in morning urine sample), 25OHD blood level after 3, 6, 9 and 12 months of individually recommended doses of vitamin D supplementation (400 IU or 800 IU).","ABSTRACT: The impact of vitamin D supplementation on vitamin D level, urinary calcium excretion and bone density in patients with hypercalciuria and vitamin D deficiency - preliminary report.. | AIM: To study the impact of vitamin D supplementation on vitamin D concentration in plasma, calcium urinary excretion and bone density in patients with urolithiasis in the course of idiopathic hypercalciuria and with a low vitamin D level. | MATERIALS AND METHOD: Prospective analysis concerning 28 patients (16 boys, 12 girls) aged 6-14 years (average 10.4) in terms of urinary calcium excretion (mg/kg/day and Ca/Creatinine ratio in morning urine sample), 25OHD blood level after 3, 6, 9 and 12 months of individually recommended doses of vitamin D supplementation (400 IU or 800 IU).",https://pmc.ncbi.nlm.nih.gov/articles/PMC8522899/,False,automated_from_observed_title_abstract,11
B2,REC-PUBMED-35458212,35458212,Reduction in Hypercalcemia Following Readjustment of Target Serum 25-Hydroxy Vitamin D Concentration during Cholecalciferol Therapy in Vitamin D-Deficient Critically Ill Patients.,Dickerson RN; Turner SC; Holmes WL; Van Matre ET; Swanson JM; Byerly S; Filiberto DM; Fischer PE,Nutrients,2022.0,10.3390/nu14081650,https://pubmed.ncbi.nlm.nih.gov/35458212/,Journal Article,include_candidate,Reduction in Hypercalcemia Following Readjustment of Target Serum 25-Hydroxy Vitamin D Concentration during Cholecalciferol Therapy in Vitamin D-Deficient Critically Ill Patients.. | The intent of this study was an evaluation of our effort to reduce the incidence of hypercalcemia in critically ill vitamin D-deficient patients with multiple traumatic injuries given cholecalciferol.,vitamin d,"10,000 IU",Reduction in Hypercalcemia Following Readjustment of Target Serum 25-Hydroxy Vitamin D Concentration during Cholecalciferol Therapy in Vitamin D-Deficient Critically Ill Patients.. | The intent of this study was an evaluation of our effort to reduce the incidence of hypercalcemia in critically ill vitamin D-deficient patients with multiple traumatic injuries given cholecalciferol. | Hypercalcemia (serum ionized calcium concentration > 1.32 mmol/L) was reduced from 40% (21 out of 53 patients) to 4% (2 out of 50 patients; p < 0.001).,ABSTRACT: Reduction in Hypercalcemia Following Readjustment of Target Serum 25-Hydroxy Vitamin D Concentration during Cholecalciferol Therapy in Vitamin D-Deficient Critically Ill Patients.. | The intent of this study was an evaluation of our effort to reduce the incidence of hypercalcemia in critically ill vitamin D-deficient patients with multiple traumatic injuries given cholecalciferol. | Readjustment of target 25-OH vit D concentration resulted in a ten-fold decrease in the rate of hypercalcemia and improved the safety of cholecalciferol therapy for critically ill patients with traumatic injuries.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9032836/,False,automated_from_observed_title_abstract,10
B2,REC-PUBMED-9335387,9335387,Hypercalcemia during pulse vitamin D3 therapy in CAPD patients treated with low calcium dialysate: the role of the decreasing serum parathyroid hormone level.,Chagnac A; Ori Y; Weinstein T; Zevin D; Korzets A; Hirsh J; Edelstein S; Gafter U,Journal of the American Society of Nephrology : JASN,1997.0,10.1681/asn.v8101579,https://pubmed.ncbi.nlm.nih.gov/9335387/,"Clinical Trial|Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",include_candidate_design_unclear,"Hypercalcemia during pulse vitamin D3 therapy in CAPD patients treated with low calcium dialysate: the role of the decreasing serum parathyroid hormone level.. | However, this treatment often leads to hypercalcemia.",vitamin d,,"Hypercalcemia during pulse vitamin D3 therapy in CAPD patients treated with low calcium dialysate: the role of the decreasing serum parathyroid hormone level.. | However, this treatment often leads to hypercalcemia. | The goals of the study were: (1) to examine whether the incidence of hypercalcemia decreases when dialysate calcium is reduced from 1.25 to 1.0 mmol/L; (2) to determine the relative role of the factors involved in the pathogenesis of hypercalcemia; and (3) to study the efficacy of a low oral pulse dose of alfacalcidol in preventing the recurrence of 2'hpt.",ABSTRACT: Hypercalcemia during pulse vitamin D3 therapy in CAPD patients treated with low calcium dialysate: the role of the decreasing serum parathyroid hormone level..,,False,automated_from_observed_title_abstract,10
B2,REC-PUBMED-40270059,40270059,"Exacerbated hypercalcemia, nephrolithiasis, and renal impairment after vitamin D supplementation in granulomatous disease: a case report.",Theilade S; Yahyavi SK; Jensen MB; Eldrup E,Journal of medical case reports,2025.0,10.1186/s13256-025-05078-5,https://pubmed.ncbi.nlm.nih.gov/40270059/,Case Reports|Journal Article,include_candidate,"Exacerbated hypercalcemia, nephrolithiasis, and renal impairment after vitamin D supplementation in granulomatous disease: a case report.. | These macrophages will rapidly and unimpededly convert inactive vitamin D (25OHD2) to active vitamin D (1,25OH2D3), thereby causing significant hypercalcemia and derivative disease.",vitamin d,6000 µg,"Exacerbated hypercalcemia, nephrolithiasis, and renal impairment after vitamin D supplementation in granulomatous disease: a case report.. | These macrophages will rapidly and unimpededly convert inactive vitamin D (25OHD2) to active vitamin D (1,25OH2D3), thereby causing significant hypercalcemia and derivative disease. | By 2015, granulomas had formed at injection sites, and he was admitted to a hospital with severe hypercalcemia, which was managed with fluid therapy and slowly resolved.","ABSTRACT: Exacerbated hypercalcemia, nephrolithiasis, and renal impairment after vitamin D supplementation in granulomatous disease: a case report.. | These macrophages will rapidly and unimpededly convert inactive vitamin D (25OHD2) to active vitamin D (1,25OH2D3), thereby causing significant hypercalcemia and derivative disease. | CONCLUSION: Unlike most other patients with low 25(OH)D2, patients with granulomatous disease should not routinely receive vitamin D supplementation, as this may aggravate hypercalcemia and hypercalcuria, causing nephrolithiasis and renal impairment.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12020162/,False,automated_from_observed_title_abstract,9
B2,REC-PUBMED-27545576,27545576,Vitamin D Intake and the Risk of Incident Kidney Stones.,Ferraro PM; Taylor EN; Gambaro G; Curhan GC,The Journal of urology,2017.0,10.1016/j.juro.2016.08.084,https://pubmed.ncbi.nlm.nih.gov/27545576/,Journal Article|Observational Study,include_candidate_design_unclear,Vitamin D Intake and the Risk of Incident Kidney Stones.. | PURPOSE: Kidney stones are a common and painful condition.,vitamin d,"1,000 IU | 100 IU",Vitamin D Intake and the Risk of Incident Kidney Stones.. | PURPOSE: Kidney stones are a common and painful condition. | Longitudinal prospective studies on the association between the intake of vitamin D and the risk of incident kidney stones are lacking.,"ABSTRACT: Vitamin D Intake and the Risk of Incident Kidney Stones.. | Longitudinal prospective studies on the association between the intake of vitamin D and the risk of incident kidney stones are lacking. | RESULTS: After multivariate adjustment there was no statistically significant association between vitamin D intake and risk of stones in the HPFS (HR for 1,000 or greater vs less than 100 IU per day 1.08, 95% CI 0.80, 1.47, p for trend = 0.92) and the NHS I (HR 0.99, 95% CI 0.73, 1.35, p for trend = 0.70), whereas there was a suggestion of a higher risk in the NHS II (HR 1.18, 95% CI 0.94, 1.48, p for trend = 0.02).",https://pmc.ncbi.nlm.nih.gov/articles/PMC5241241/,False,automated_from_observed_title_abstract,9
