retrieval_id,record_id,question_id,nct_id,brief_title,overall_status,agent_recommendation,recommendation_reason,matched_population_terms,matched_exposure_terms,matched_outcome_terms,uncertainty_flags,registry_url,source_context_sha256,decision_authority,human_decision
RET-A1-CTGOV-NCT02591732,REC-CTGOV-NCT02591732,A1,NCT02591732,A Nationwide Registry Study of Patients With Nonvalvular Atrial Fibrillation Initiating Oral Anticoagulation Therapies In The Early Period Following Apixaban Marketing In Denmark,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02591732,96a48ccdaa52b405e1870bc1446a82f6c8b46afb5b95e248e945387d1c954538,agent_prereview_only,
RET-A1-CTGOV-NCT04618913,REC-CTGOV-NCT04618913,A1,NCT04618913,Anticoagulation in Patients With Venous Thromboembolism and Cancer,ACTIVE_NOT_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04618913,62d5ce1199b8e06a0bd14b5a6f7528a745c1ec92a0d5f92cb184c1f6eebb64f0,agent_prereview_only,
RET-A1-CTGOV-NCT05038228,REC-CTGOV-NCT05038228,A1,NCT05038228,High Gastrointestinal Bleed Risk Outcomes in Patients With Non-valvular Atrial Fibrillation (NVAF) in France,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT05038228,eed932701dca47c43679ed1d251e2ecf6ff8825d3f362bfd5f05c2c5ea0126b5,agent_prereview_only,
RET-A1-CTGOV-NCT00868712,REC-CTGOV-NCT00868712,A1,NCT00868712,Warfarin and Coronary Calcification Project,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00868712,21c1ac84346397b2df62703055ddd6152f7b07765250975359d5c2e3cddcbc5a,agent_prereview_only,
RET-A1-CTGOV-NCT03374540,REC-CTGOV-NCT03374540,A1,NCT03374540,Rivaroxaban vs Warfarin for SPAF in Multi-morbid Patients,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03374540,edf661d62ac5cdd3bfa53c226187d98870e30f089af23dba59be7bf8d5e27e62,agent_prereview_only,
RET-A1-CTGOV-NCT06429787,REC-CTGOV-NCT06429787,A1,NCT06429787,Post Marketing Observational Study on Safety of BALFAXAR vs. KCENTRA for Reversal of Vitamin K Antagonist Induced Anticoagulation in Adults Undergoing Urgent Surgery or Invasive Procedure,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,coagulation|bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT06429787,07af2961b5beacbc6503f9d6e8567e1657ef8bfb85aaedfe1a0d796a27f9b20e,agent_prereview_only,
RET-A1-CTGOV-NCT04062097,REC-CTGOV-NCT04062097,A1,NCT04062097,Registration of Idarucizumab for Patients with IntraCranial Hemorrhage,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04062097,e5886e730698aa3cbe4fc793612888d01f0085454ab76a059b4fba84a8dcdbd6,agent_prereview_only,
RET-A1-CTGOV-NCT07616414,REC-CTGOV-NCT07616414,A1,NCT07616414,Stepwise vs Standard Anticoagulation for AF Patients Undergoing CIED Implantation (STEP-AF),NOT_YET_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT07616414,786383c839375bd8c6e9d2cbfc15e88e608bcedbd2664a89660f1f6d62f09153,agent_prereview_only,
RET-A1-CTGOV-NCT02981472,REC-CTGOV-NCT02981472,A1,NCT02981472,A Study of the Safety and Pharmacokinetics of Apixaban Versus Vitamin K Antagonist (VKA) or Low Molecular Weight Heparin (LMWH) in Pediatric Subjects With Congenital or Acquired Heart Disease Requiring Anticoagulation,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02981472,e78b927c22bbbe7469b292c43c6b45e2768178db6bde6be90a122d65ee0eb711,agent_prereview_only,
RET-A1-CTGOV-NCT03485300,REC-CTGOV-NCT03485300,A1,NCT03485300,The Prevalence of Sub Optimal Anti Coagulation,UNKNOWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,coagulation,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03485300,e0f9acab423fcae9f0d7704787c92c9c9b06fccdfdcdf453fbe565caa4ca4ff9,agent_prereview_only,
RET-A1-CTGOV-NCT06615596,REC-CTGOV-NCT06615596,A1,NCT06615596,Discontinuation of Anticoagulations After Successful Catheter Ablation of Atrial Fibrillation,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT06615596,a7b709a6ce478625a894d64cd5d57ed5125e4f488e97af01cfa77bc547a717e3,agent_prereview_only,
RET-A1-CTGOV-NCT02488421,REC-CTGOV-NCT02488421,A1,NCT02488421,"Real Evidence of Anticoagulation Treatment in Non-valvular Atrial Fibrillation in Germany, UK and France: REACT-AF2",COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02488421,9887ac194d5ff3d93952da50a81ddb851002ee8043982e72071aebb35a1c8890,agent_prereview_only,
RET-A1-CTGOV-NCT06141538,REC-CTGOV-NCT06141538,A1,NCT06141538,Response of Intracardiac Thrombus to Anticoagulants in Patients With Non-valvular Atrial Fibrillation (LYSIS),NOT_YET_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT06141538,510a1214d38a6c28b37ed108e40a72d8f2c2dac75cb019ff1695e1e4e03fbf6c,agent_prereview_only,
RET-A1-CTGOV-NCT00143715,REC-CTGOV-NCT00143715,A1,NCT00143715,Oral Vitamin K for Warfarin Associated Coagulopathy,COMPLETED,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,warfarin,vitamin k1|phytonadione,coagulation|bleeding|thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00143715,cfc32a92886ceed85ad90ccdf0cb2293474d7a800e883908558fb920c388d487,agent_prereview_only,
RET-A1-CTGOV-NCT02303795,REC-CTGOV-NCT02303795,A1,NCT02303795,RIvaroxaban for Valvular Heart diseasE and atRial Fibrillation Trial -RIVER Trial,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02303795,f26fedcb8cec7a29f25ffc8d28e23cdcb57ba48a7a9eebaeb9cc91f8345905dd,agent_prereview_only,
RET-A1-CTGOV-NCT04364516,REC-CTGOV-NCT04364516,A1,NCT04364516,Retrospective Observational Registry of Patients With Atrial Fibrillation From Vigo´s Health Area,UNKNOWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04364516,1dd87e0010cf91d8f0906d2fc11baa1acf6ea8a11d0af8139f8b825b37a8a567,agent_prereview_only,
RET-A1-CTGOV-NCT01130025,REC-CTGOV-NCT01130025,A1,NCT01130025,Long-Term Innohep® Treatment Versus a Vitamin K Antagonist (Warfarin) for the Treatment of Venous Thromboembolism (VTE) in Cancer,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT01130025,e2b2dc4c87cb07b8348ed8afc7cfd3f11d3ab9973fdd2960947cf2dde2dc3632,agent_prereview_only,
RET-A1-CTGOV-NCT02273609,REC-CTGOV-NCT02273609,A1,NCT02273609,INR Control and Atrial Fibrillation in Primary Care in Spain (PAULA),COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin|acenocoumarol,,inr,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02273609,a112df877510dc6ed233c33f953a314ef5cb8c659151eab28af93eb9014c4a4b,agent_prereview_only,
RET-A1-CTGOV-NCT02161965,REC-CTGOV-NCT02161965,A1,NCT02161965,Vascular CalcIfiCation and sTiffness Induced by ORal antIcoAgulation,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02161965,a5832b2a107bcbc72a78fb1a0b9b60c7e83afe2b1e37cc15e038b0713ad178f6,agent_prereview_only,
RET-A1-CTGOV-NCT00954395,REC-CTGOV-NCT00954395,A1,NCT00954395,DULCIS (D-dimer and ULtrasonography in Combination Italian Study),COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00954395,bf6d5eb66d2d5b578fced744c123958ce6fff1bbf27401f8c0ca21bb25b15cc4,agent_prereview_only,
RET-A1-CTGOV-NCT03673605,REC-CTGOV-NCT03673605,A1,NCT03673605,Efficacy and Safety of Rivaroxiban Compare With Vitamin K Antagonist Warfarin,WITHDRAWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT03673605,457b75e48c02429820cb92cd30ac6d45cff97b0c48231fdda26fe00ab674b22c,agent_prereview_only,
RET-A1-CTGOV-NCT07431762,REC-CTGOV-NCT07431762,A1,NCT07431762,Comparison of Anti-Thrombotic Treatments Between Aspirin and Warfarin During Initial Six Months After Bioprosthetic Heart Valve Replacement,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT07431762,42969b2799a2d890223ab558b4ce5d56498d26306807135a82d2fa61b9bfd5ca,agent_prereview_only,
RET-A1-CTGOV-NCT03702582,REC-CTGOV-NCT03702582,A1,NCT03702582,Rivaroxaban vs. Warfarin for Post Cardiac Surgery Atrial Fibrillation,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03702582,171f84a46bc1f693cf3711ee6c14c469869da238116df6d2d64ca03bc31d9ba7,agent_prereview_only,
RET-A1-CTGOV-NCT05646394,REC-CTGOV-NCT05646394,A1,NCT05646394,Registry on Augmented Antithrombotic Treatment Regimens for Patients With Arterial Thrombotic APS,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT05646394,8ae09848b98198dbe9ffabe7512b89a075e770fe55daf96e80d693d1b2370848,agent_prereview_only,
RET-A1-CTGOV-NCT05825573,REC-CTGOV-NCT05825573,A1,NCT05825573,Anticoagulation Therapy in Non-device-related Intra-cardiac Thrombus,ACTIVE_NOT_RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT05825573,6000ff0a99206f2da46f2b97b9a61ca39662b9a6cd50ef50ac28f8e087a6381b,agent_prereview_only,
RET-A1-CTGOV-NCT00788736,REC-CTGOV-NCT00788736,A1,NCT00788736,Predicting Bleeding Risk on Anticoagulant Therapy for Venous Thromboembolism,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00788736,d981a8fb65bad7eb3a854229d8a20562185f2137d4e04a60d7ceac81db1ee93b,agent_prereview_only,
RET-A1-CTGOV-NCT02886962,REC-CTGOV-NCT02886962,A1,NCT02886962,Oral Anticoagulation in Haemodialysis Patients,TERMINATED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT02886962,bbc8183fd749eb0ecd2ae60c7adce9fec233db89ef73bb26f95a465173497121,agent_prereview_only,
RET-A1-CTGOV-NCT01517399,REC-CTGOV-NCT01517399,A1,NCT01517399,"Drug-drug Interaction Study of Tivantinib (ARQ 197) With Omeprazole, S-warfarin, Caffeine, Midazolam, and Digoxin in Cancer Subjects",COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT01517399,390eb0ef65113784a2b88ed6a4b8118145a02762ae7a3c6e7c1b088abcea7fca,agent_prereview_only,
RET-A1-CTGOV-NCT04614090,REC-CTGOV-NCT04614090,A1,NCT04614090,Fast Reversal of Warfarin and Early Surgery in Patients With Trochanteric Hip Fracture A Case-control Study,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04614090,583ab84003b2358edf2e0b6dbb20bb1d83c0c0efbae6ddef631b7129dc5237b7,agent_prereview_only,
RET-A1-CTGOV-NCT06606275,REC-CTGOV-NCT06606275,A1,NCT06606275,The Safety and Effectiveness of Warfarin Vs Apixaban in Patients With NVAF/ VTE and ESKD on Dialysis,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT06606275,8ad4a2c4640140e46d7887c942a56408b815d02bb683299ea4c3d9b005941961,agent_prereview_only,
RET-A1-CTGOV-NCT01809015,REC-CTGOV-NCT01809015,A1,NCT01809015,Evaluation of Oral Anticoagulation With Vitamin K Antagonists - The thrombEVAL Study Programme,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT01809015,1f3ee50aa2cea4f388431b96d7de479c06f2ca141fae47467ec01d913c069b72,agent_prereview_only,
RET-A1-CTGOV-NCT03064035,REC-CTGOV-NCT03064035,A1,NCT03064035,Fixed Versus Variable Dosing of 4-factor Prothrombin Complex Concentrate for Emergent Warfarin Reversal,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,bleeding,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03064035,e71e18267bcbbf1ddf2e4dcd31ad41da7711eb3e9fded31fef889c40ecbdac21,agent_prereview_only,
RET-A1-CTGOV-NCT02429453,REC-CTGOV-NCT02429453,A1,NCT02429453,FFP Versus PCC in Intracranial Hemorrhage,WITHDRAWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT02429453,ad9f48ea0cca367800299041fb23efb70c3ae1079b7f1475e067a76f1b5cd110,agent_prereview_only,
RET-A1-CTGOV-NCT01619007,REC-CTGOV-NCT01619007,A1,NCT01619007,Treatment of an Acute Deep Vein Thrombosis (DVT) With Either Rivaroxaban or Current Standard of Care Therapy,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT01619007,7a435a925804b4a80194458ba34fcf53904726005105e8b275266ab531a059dc,agent_prereview_only,
RET-A1-CTGOV-NCT02066662,REC-CTGOV-NCT02066662,A1,NCT02066662,Rivaroxaban Compared to Vitamin K Antagonist Upon Development of Cardiovascular Calcification,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02066662,909b83740b11ac1d348def578244d62ec8e15774fd48e67c8ff9571ddb948941,agent_prereview_only,
RET-A1-CTGOV-NCT04249401,REC-CTGOV-NCT04249401,A1,NCT04249401,Study to Gather Information About the Safety of Oral Anticoagulation Drugs and How Well These Drugs Work in Real World for Patients With Non-valvular Atrial Fibrillation (Irregularly Heart Beats Which is Not Caused by a Heart Valve Problem),COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04249401,e6232b3d17389ee1f9fa598f2ca2cbe7822edac4bc0f28124fed278a58d040d4,agent_prereview_only,
RET-A1-CTGOV-NCT02100228,REC-CTGOV-NCT02100228,A1,NCT02100228,"Study Of The Blood Thinner, Apixaban, For Patients Who Have An Abnormal Heart Rhythm (Atrial Fibrillation) And Expected To Have Treatment To Put Them Back Into A Normal Heart Rhythm (Cardioversion)",COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02100228,88d5784eecf0956c0d489ea0ca3cd89aa8f91c340bf76ce0f43ed6ad24b9c488,agent_prereview_only,
RET-A1-CTGOV-NCT00266045,REC-CTGOV-NCT00266045,A1,NCT00266045,D-dimer Levels During and After Anticoagulation in Patients With a Previous Venous Thromboembolism: Effects on the Risk of Recurrence,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00266045,969056a6de3a88dc236496eb9ad449790474f41002a7b781314b9e24be423a41,agent_prereview_only,
RET-A1-CTGOV-NCT06402851,REC-CTGOV-NCT06402851,A1,NCT06402851,"Vitamin K AntagonISt, Factor Xa Inhibitor or No Anticoagulation in Atrial Fibrillation and DIalytic End-stage Renal DiseasE (VISIONAIRE)",RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT06402851,6383ea9d142e2646bfe1674bc2f266423a7d860d616c521265a418abe62704da,agent_prereview_only,
RET-A1-CTGOV-NCT03996629,REC-CTGOV-NCT03996629,A1,NCT03996629,Impact of Clinical Pharmacist Interventions in Vitamin K Antagonists Management at One Teaching Hospital in Vietnam,UNKNOWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03996629,7b4b77172d44452a0999acce26fe4a094d4ee6d475ec4efdc97625b64bf4883d,agent_prereview_only,
RET-A1-CTGOV-NCT00800137,REC-CTGOV-NCT00800137,A1,NCT00800137,Bridge or Continue Coumadin for Device Surgery Randomized Controlled Trial,TERMINATED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT00800137,fd17bfa53690d8e0652a8c7c9fb91aed7ae14860f88b469ed1293b0a4cd1588d,agent_prereview_only,
RET-A1-CTGOV-NCT00990158,REC-CTGOV-NCT00990158,A1,NCT00990158,Does Low Dose Oral Vitamin K Improve International Normalized Ratio (INR) Stability?,COMPLETED,advance_to_human_registry_screening,질문별 노출과 안전성 결과 관련 구조화 신호가 함께 확인됩니다.,warfarin,vitamin k1|phytonadione,inr|coagulation|bleeding|thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00990158,14d057250b9df76a9157b7fb8c0db3085e6914e6fd3f2f7f6b512a53285777a0,agent_prereview_only,
RET-A1-CTGOV-NCT01556659,REC-CTGOV-NCT01556659,A1,NCT01556659,LV Thrombus After Acute AMI: A Randomized Controlled Trial,TERMINATED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,thrombosis,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT01556659,5face24af46a319707dd9bbdb5bae4250bd0b67cfe2a44f7329292bf1546d652,agent_prereview_only,
RET-A1-CTGOV-NCT03968393,REC-CTGOV-NCT03968393,A1,NCT03968393,Anticoagulation for Stroke Prevention In Patients With Recent Episodes of Atrial Fibrillation Occurring Transiently With Stress,RECRUITING,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03968393,97bf9d2f977eb249c5d2c59a42c88cec7a5b98ccbfb44784585405a5388d7e94,agent_prereview_only,
RET-A1-CTGOV-NCT02567682,REC-CTGOV-NCT02567682,A1,NCT02567682,"Drug Interaction Study of GBT440 With Caffeine, S-warfarin, Omeprazole, and Midazolam in Healthy Subjects",COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02567682,02b07ad39cf8d7d4b6c9fb0582b1fd3b490f704cba532c0601e0a1cbedae22f3,agent_prereview_only,
RET-A1-CTGOV-NCT02885545,REC-CTGOV-NCT02885545,A1,NCT02885545,The Strategy to Prevent Hemorrhage Associated With Anticoagulation in Renal Disease Management (STOP HARM) Trial,WITHDRAWN,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,bleeding,known_query_lexical_risk|inactive_or_stopped,https://clinicaltrials.gov/study/NCT02885545,61f49840013bb424fff4891dca187dde9a91415a69ae634c681b921dee7a33e7,agent_prereview_only,
RET-A1-CTGOV-NCT03178864,REC-CTGOV-NCT03178864,A1,NCT03178864,Study of Rivaroxaban for CeREbral Venous Thrombosis,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,thrombosis,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03178864,5e21e16ebb1f2a5af0065ac95e2b281a6dded9ba04b7def30e07c24b52a6d3d4,agent_prereview_only,
RET-A1-CTGOV-NCT04981041,REC-CTGOV-NCT04981041,A1,NCT04981041,Escalated Single Platelet Inhibition for One Month Plus NOAC in Patients With Atrial Fibrillation and ACS Undergoing PCI,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT04981041,2b062da1213e90b5c76243c2a5250581b69fd6c926a05e4e678413724cbcc1f4,agent_prereview_only,
RET-A1-CTGOV-NCT02933697,REC-CTGOV-NCT02933697,A1,NCT02933697,Compare Apixaban and Vitamin-K Antagonists in Patients With Atrial Fibrillation (AF) and End-Stage Kidney Disease (ESKD),COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,phenprocoumon,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT02933697,db4ed322442a4664ada0f83bb168e83b3a4bf1012d6381e7d01546a55161e73e,agent_prereview_only,
RET-A1-CTGOV-NCT00512928,REC-CTGOV-NCT00512928,A1,NCT00512928,Safety Study of Vitamin K2 During Anticoagulation in Human Volunteers,COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,acenocoumarol,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT00512928,d5cc02b8be189f3ec67138807d7e6cc011b796438ea937cd9975a297efea8473,agent_prereview_only,
RET-A1-CTGOV-NCT03363815,REC-CTGOV-NCT03363815,A1,NCT03363815,"A Study to Evaluate the Effect of Multiple Doses of CC-90001 on the Pharmacokinetics of Omeprazole, Midazolam, Warfarin, Rosuvastatin, Metformin, Digoxin, and Nintedanib in Healthy Adult Subjects",COMPLETED,likely_exclude_needs_validation,비타민 K 길항제가 보충제 비타민 K로 검색된 어휘 위험입니다. 사람 검토 전에는 제외로 확정하지 않습니다.,warfarin,,,known_query_lexical_risk,https://clinicaltrials.gov/study/NCT03363815,25607e807f0a7eb41d221e0983099be61c12e99e342f0cc568d95ccb4e024c01,agent_prereview_only,
