record_id,pmid,question_id,title,priority_tier,priority_reason,core_candidate,study_design_signal,dose_observed,dose_extracted,public_fulltext_locator,evidence_locator,duplicate_cluster_ids,source_record_sha256,decision_authority,human_eligibility_decision,rob_completed,grade_completed,systematic_review_inclusion_claim
REC-PUBMED-41275204,41275204,A1,"Asundexian: a systematic review of safety, efficacy, and pharmacological insights in thrombosis.",tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12642347/,"ABSTRACT: BACKGROUND: Asundexian, a novel oral Factor XIa (FXIa) inhibitor, targets the intrinsic coagulation pathway to prevent thrombosis while potentially reducing bleeding risk compared to direct oral anticoagulants (DOACs) and vitamin K antagonists (VKAs).",,927b1b3b794a37961f31f78c401a18af030484cab32a13593ad59fc2e69ac469,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41306267,41306267,A1,Research progress on bleeding risk assessment models in anticoagulant therapy.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12644015/,"ABSTRACT: While established bleeding risk assessment models (RAMs) such as HAS-BLED and HEMORR2HAGES were initially developed for warfarin-treated patients, their applicability to non-vitamin K antagonist oral anticoagulant (NOAC) users and venous thromboembolism (VTE) populations remained uncertain.",,7fc1f589bf04aa9c657bb88da96572455e5ee8c103352533fcd2fc0ff5a1ff3f,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41358859,41358859,A1,"Direct Oral Anticoagulants Versus Vitamin K Antagonists in Cerebral Venous Thrombosis: A Systematic Review and Meta-Analysis of 4,929 Patients.",tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12686367/,"ABSTRACT: Direct Oral Anticoagulants Versus Vitamin K Antagonists in Cerebral Venous Thrombosis: A Systematic Review and Meta-Analysis of 4,929 Patients..",,3513005e145ae2b8e658e62f2e562d8384da4c4d046cb8ea10bd173576e275b4,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41440488,41440488,A1,A Digital Twin Strategy Combined with a Monte Carlo Simulation Framework to Predict Outcomes in Patients with Unusual-Site Venous Thrombosis Treated with Direct Oral Anticoagulants Versus Vitamin K Antagonists Using Data from Real-World Populations.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12732008/,ABSTRACT: A Digital Twin Strategy Combined with a Monte Carlo Simulation Framework to Predict Outcomes in Patients with Unusual-Site Venous Thrombosis Treated with Direct Oral Anticoagulants Versus Vitamin K Antagonists Using Data from Real-World Populations.. | Background/Objectives: Unusual-site venous thrombosis (USVT) lacks robust evidence guiding anticoagulant selection between vitamin K antagonists (VKAs) and direct oral anticoagulants (DOACs).,,f5c717d253be064f704a9ce9c1395a125c7f35bb6607c273832d16e540741039,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41440869,41440869,A1,Risk Factors and Preventing Strategies of Pocket Hematoma After Cardiac Implantable Electronic Device Implantation: A Systematic Review.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12734374/,"ABSTRACT: Key risk factors include advanced age, low body mass index (BMI), chronic kidney disease, complex procedures (device upgrades/replacements) and periprocedural antithrombotic management, particularly uninterrupted dual antiplatelet therapy (DAPT) and heparin/low-molecular-weight heparin (LMWH) bridging strategies, which significantly elevate bleeding risk compared to continued vitamin K antagonist (VKA) therapy or direct oral anticoagulant (DOAC) protocols.",,a1a1fbe525276175e092b78f9841ba8cf263f35b7513889baed61c162f814422,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41458463,41458463,A1,Leukocytoclastic Vasculitis Associated with Coumarin Derivatives: A Case Report.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12742995/,"ABSTRACT: Coumarin derivatives, including warfarin and acenocoumarol, are widely used oral anticoagulants that inhibit vitamin K-dependent coagulation factors.",,345b5eeeb7b0aebe6c53fc2c91f2e2819c1d6131732f6027a452137aebd1a1a9,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41464637,41464637,A1,Evaluation of Factors Associated with Intracranial Hemorrhage in Patients Presenting to the Emergency Department with Head Trauma: A Prospective Observational Study.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12733530/,"ABSTRACT: Intracranial hemorrhage (IH) was more prevalent in patients aged over 60 years, with comorbidities, taking medication (especially anticoagulants and non-vitamin K antagonist oral anticoagulants [NOACs]), with altered consciousness, pathological neurological findings or experiencing non-minor trauma.",,1299668561219732d666c863b6b939d152534716387af9a9da5bb758a1526c40,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41466828,41466828,A1,Comparison of outcomes of direct oral anticoagulants versus vitamin K antagonists for atrial fibrillation and chronic kidney disease: a systematic review and meta-analysis.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12744815/,ABSTRACT: Comparison of outcomes of direct oral anticoagulants versus vitamin K antagonists for atrial fibrillation and chronic kidney disease: a systematic review and meta-analysis.. | OBJECTIVE: To systematically evaluate the efficacy and safety of direct oral anticoagulants (DOAC) compared to vitamin K antagonists (VKA) for anticoagulation in patients with atrial fibrillation (AF) and chronic kidney disease (CKD).,,e8fd43a9c333b9c9fb9c941570826aa3df6b25b6ecda6dee5e9dd77c9a4eaaf5,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41517478,41517478,A1,Hemorrhagic Complications in Patients with Atrial Fibrillation Treated with Novel Oral Anticoagulants: Results from the CRAFT Study.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12786790/,ABSTRACT: Non-vitamin K antagonist oral anticoagulants (DOACs) are known to be more effective than vitamin K antagonists (VKAs) in preventing thromboembolism.,,a7e65b64e26e8143c0e60b92c69a08aa545edafc5ce57109a06c1eec438a9ec4,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41559250,41559250,A1,Anticoagulation in chronic thromboembolic pulmonary hypertension: an updated systematic review and meta-analysis.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13144224/,"ABSTRACT: Despite anticoagulation with vitamin K antagonists (VKAs) has always represented the standard of care in this setting, the spread of direct oral anticoagulants (DOACs) raised the question of the potential applicability of their use also in CTEPH.",,b11a0ca81b4a6631859473e1585a425187bd5f212145b047ab22dffbc9b9b640,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41676185,41676185,A1,Spontaneous intramural small bowel hematoma: unusual cause of intestinal subocclusion in an anticoagulated patient-a case report.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12885842/,"ABSTRACT: BACKGROUND: Spontaneous intramural small bowel hematoma (SISBH) is a rare complication of long-term oral anticoagulation, particularly with vitamin K antagonists (VKAs).",,5465a789e421efa7f899e3edc612489822a188d700c35bb453c4fd284e27dc2b,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41717919,41717919,A1,Temporal Patterns of Antithrombotic Therapy and Clinical Outcomes After Atrial Fibrillation-Related Stroke.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13055688/,"ABSTRACT: Within 48 hours of admission, 50.9% received antiplatelet-only therapy (29.4% single, 21.5% dual), 23.2% received non-vitamin K antagonist oral anticoagulant monotherapy, and 10.4% received a combination of antiplatelets and anticoagulants. | By discharge, non-vitamin K antagonist oral anticoagulant monotherapy had become the predominant treatment strategy (65.7%), and this pattern persisted throughout follow-up. | Across all time periods, patients receiving non-vitamin K antagonist oral anticoagulant monotherapy consistently had lower incidence rates (3-month rate, 4.95 [95% CI, 4.37-5.61] per 100 person-months) than those receiving antiplatelet-only therapy (11.98 [95% CI, 9.57-15.01]) or no antithrombotic therapy (18.44 [95% CI, 14.26-23.86]).",,aca7de578108486c8757b1a438a48f718a690d9b6be24e84aa9a1225812d8987,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41848031,41848031,A1,Development and Validation of a Machine Learning Model to Predict Oral Anticoagulant Use in Stroke From Prothrombin Time-International Normalized Ratio and Activated Partial Thromboplastin Time.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13279175/,"ABSTRACT: Three models (random forest, extreme gradient boosting, and neural network) used prothrombin time-international normalized ratio and activated partial thromboplastin time as predictors to classify anticoagulant status: vitamin K antagonist, direct oral anticoagulant, or none. | RESULTS: Among 30 767 patients (derivation n=24 857; validation n=5910), vitamin K antagonist/direct oral anticoagulant use was 4.5%/8.2% in derivation and 2.8%/9.5% in validation. | In the validation cohort, the neural network yielded the best performance: area under the receiver operating characteristic curve, 0.933 (95% CI, 0.908-0.955) and area under the precision-recall curve, 0.52 (95% CI, 0.44-0.61) for vitamin K antagonist; area under the receiver operating characteristic curve, 0.841 (95% CI, 0.822-0.858) and area under the precision-recall curve, 0.39 (95% CI, 0.35-0.43) for direct oral anticoagulant, with preserved calibration and highest net benefit across clinically relevant thresholds.",,7ab1fead296c319291001305df04624322296968cf9d58b8197012c4c46fe635,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41928303,41928303,A1,Critical uterine bleeding after miscarriage in a warfarin-anticoagulated patient with mechanical heart valve: a case report.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13047758/,ABSTRACT: BACKGROUND: Patients with mechanical heart valves require lifelong oral anticoagulation with vitamin K antagonists such as warfarin to prevent valve-associated thromboembolism.,,550375d5ce377f906c3193fdc4545543d8e14feaa2f52e6d4bc5192d2e0d0e6c,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41938461,41938461,A1,Spontaneous rectus sheath hematoma caused by vitamin K antagonists overdose: a case report and a review of the literature.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13045981/,ABSTRACT: Spontaneous rectus sheath hematoma caused by vitamin K antagonists overdose: a case report and a review of the literature..,,a9f1f72e1fb8d5af12555e0ada8404a696b8d8532e2af4ac730eda885f10a615,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41941461,41941461,A1,Changes in the use of vitamin K antagonists and direct oral anticoagulants and impact on the incidence of oral anticoagulation-related intracerebral hemorrhage: population-wide prescription patterns in two 5-year cohorts.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13055024/,ABSTRACT: Changes in the use of vitamin K antagonists and direct oral anticoagulants and impact on the incidence of oral anticoagulation-related intracerebral hemorrhage: population-wide prescription patterns in two 5-year cohorts.. | BACKGROUND: We investigated population-wide changes in prescriptions of oral anticoagulants (OAC) (vitamin K antagonists [VKA]) compared to direct oral anticoagulants (DOAC) and whether these translated into a decline in incidences of OAC-related intracerebral hemorrhages (ICH).,,0609354df1af238e6cff4199e9d110a9b0227a5b9c896050347ab5654de853d2,agent_research_prioritization_only,,false,false,false
REC-PUBMED-41985012,41985012,A1,Direct oral anticoagulants in portal vein thrombosis in patients with cirrhosis: a systematic review and meta-analysis.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13285837/,"ABSTRACT: The optimal anticoagulant strategy for portal vein thrombosis (PVT) in patients with cirrhosis remains uncertain, particularly regarding the role of direct oral anticoagulants (DOACs) compared with vitamin K antagonists (VKAs), low-molecular-weight heparin, or no anticoagulation.",,1ff3527e87fa49517c5e7c32da6791ba3ade0625a506f133d09d2c24f196b25c,agent_research_prioritization_only,,false,false,false
REC-PUBMED-42011449,42011449,A1,Timing of DOAC Initiation After Atrial Fibrillation-Related Acute Ischemic Stroke: A Unified Protocol Harmonizing Clinical Safety and Imaging-Based Precision in the Post-CATALYST Era.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13092301/,"ABSTRACT: Synthesis confirms that direct oral anticoagulants offer superior safety over Vitamin K Antagonists, though a hierarchy of bleeding risk among agents informs drug selection without altering the timing window.",,8fd11eff4a4e76dd422b32b508089dd35c2f27072dce62c4616d02879e9c8af4,agent_research_prioritization_only,,false,false,false
REC-PUBMED-42038682,42038682,A1,OPTIA-AF trial: A randomized study of rhythm-guided antithrombotic strategy after atrial fibrillation ablation in patients with prior drug-eluting stent implantation.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13107038/,ABSTRACT: OBJECTIVE: The Optimal Postablation Therapy for Ischemic and Arrhythmic Risk in Atrial Fibrillation (OPTIA-AF) trial was designed to evaluate whether discontinuation of non-vitamin K antagonist oral anticoagulation (NOAC) with transition to single antiplatelet therapy is noninferior to continued NOAC therapy in patients with durable SR after AF ablation and previous DES implantation.,,383ce007f5efdca30821b7b761b31a140da4b9d38ee9be1910ced98933f9847f,agent_research_prioritization_only,,false,false,false
REC-PUBMED-42075654,42075654,A1,Patient Satisfaction with Anticoagulation for Venous Thromboembolic Disease: A Systematic Review of Oral and Parenteral Regiments.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13117933/,"ABSTRACT: The studies assessed patient satisfaction with different types of anticoagulation, including vitamin K antagonists (VKAs), direct oral anticoagulants (DOACs), and low-molecular-weight heparin (LMWH) injections.",,8b8bc36b32fa2cb6915d846777e55a4e43490bc19a869a3be9df99e349be4621,agent_research_prioritization_only,,false,false,false
REC-PUBMED-42115581,42115581,A1,Evaluating the indirect interaction between glucagon-like peptide-1 receptor agonists and warfarin using real-world data.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13344373/,"ABSTRACT: Although GLP-1 RAs do not affect warfarin pharmacokinetics, their appetite-reducing effects may decrease vitamin K intake and increase International Normalized Ratio (INR) variability.",,af3255a6f7448a2ad1d3b0c31901cf0e60def5224d51d51bc16a3c56c241478c,agent_research_prioritization_only,,false,false,false
REC-PUBMED-42224838,42224838,A1,Dental Complications in Antithrombotic Patients: Evidence From a Nationwide Cohort and a Single-Institution Dataset.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13251685/,"ABSTRACT: Patients who received thrombolysis had a higher risk of thromboembolic complications, and vitamin K antagonists with heparin bridging were significantly associated with postoperative bleeding.",,10d553d4a79825b5fdcaa087a5b1aebc984f3259b77b8ca05b7b5d7bb70ebc2a,agent_research_prioritization_only,,false,false,false
REC-PUBMED-42238268,42238268,A1,Risk of intracranial hemorrhage with direct oral anticoagulants: an updated network meta-analysis of randomized controlled trials.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13226517/,ABSTRACT: OBJECTIVE: We updated a network meta-analysis of randomized controlled trials to compare the risk of intracranial hemorrhage (ICH) between direct oral anticoagulants (DOACs) and Vitamin K Antagonists (VKAs) in detail across Venous thromboembolism and atrial fibrillation.,,e6ee16b99268f6258c2b91930212ff130f223c7a585606b873570ca207a2ff3a,agent_research_prioritization_only,,false,false,false
REC-PUBMED-42367450,42367450,A1,Possible Interaction Between Hibiscus and Warfarin Resulting in Severe International Normalized Ratio Elevation: A Case Report.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13310002/,"ABSTRACT: Warfarin was temporarily withheld, hibiscus intake was discontinued, and oral vitamin K was administered with subsequent normalization of the INR.",,160bd72bfe386fba7631668e765fdfab48b3cca9903756a679aab76268dd01c2,agent_research_prioritization_only,,false,false,false
REC-PUBMED-42382444,42382444,A1,"Proton pump inhibitor co-therapy in patients receiving non-vitamin K antagonist oral anticoagulants: current evidence, gastrointestinal bleeding prevention, and clinical considerations.",tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,false,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13314432/,"ABSTRACT: Proton pump inhibitor co-therapy in patients receiving non-vitamin K antagonist oral anticoagulants: current evidence, gastrointestinal bleeding prevention, and clinical considerations.. | BACKGROUND: Non-vitamin K antagonist oral anticoagulants (NOACs) are widely prescribed for stroke prevention in atrial fibrillation (AF).",,009bfc6718d452581b120271214ddcb54d79572f12ac63173269fb1aa516928c,agent_research_prioritization_only,,false,false,false
REC-PUBMED-8795482,8795482,A1,Changes in membrane glycoproteins of circulating platelets after coronary stent implantation.,tier_3_public_fulltext_picos,PICOS 직접성과 연구설계 신호가 있으며 공개 원문 위치가 확인됩니다.,false,include_candidate,true,100 mg,https://pmc.ncbi.nlm.nih.gov/articles/PMC484467/,"ABSTRACT: All patients received a standardised anticoagulation regimen including intravenous heparin (activated partial thromboplastin time (APTT) 80 to 120 s), oral vitamin K antagonist (target international normalised ratio (INR) of 3.5), and 100 mg aspirin twice daily.",,81867b2db24c56cb54d622257f7d43931433301d2a0dc563edad0d71958b14e5,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10200853,10200853,A1,INR elevation associated with diarrhea in a patient receiving warfarin.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,ABSTRACT: INR elevation associated with diarrhea in a patient receiving warfarin.. | OBJECTIVE: To report a case of international normalized ratio (INR) prolongation in a patient receiving warfarin who experienced several episodes of diarrhea.,,ad67d3c52f2c3c025f3ba64e426f5d7cd32d01a80e92b1f22ba8912ab02595cb,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10327226,10327226,A1,The overdosed patient and bleedings with oral anticoagulation.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: Discontinuing or reducing oral anticoagulation together with vitamin K were the methods most frequently used to efficiently manage hemorrhages, whereas prothrombin complex concentrates were only used in one case with major bleeding.",,1503cfb2b618525f159cbd315d3196726746e159312e6d97fa8ee10a6794f900,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10332534,10332534,A1,Probable antagonism of warfarin by green tea.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,ABSTRACT: The exogenous administration of vitamin K inhibits the effect of warfarin and reduces a patient's degree of anticoagulation. | Patients receiving warfarin need to be routinely questioned about their intake of vitamin K-containing foods and beverages.,,163ca257ed9bd764690840ec490d73c142bdb0ebccbceb626aa58b693a017186,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10393408,10393408,A1,Increased risk of intracranial hemorrhage when aspirin is combined with warfarin: A meta-analysis and hypothesis.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: BACKGROUND: Oral anticoagulation with vitamin K antagonists increases the risk of intracranial hemorrhage; whether addition of aspirin to oral anticoagulation augments this risk is unclear. | CONCLUSION: We hypothesize that aspirin when added to oral vitamin K antagonists may increase the risk of intracranial hemorrhage, but this observation requires confirmation.",,dfe176a20c50cac39a3698083233196ae9276d1c2814928659b329e30673eae2,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10499903,10499903,A1,Production and composition of prothrombin complex concentrates: correlation between composition and therapeutic efficiency.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: Four-factor PCCs are most frequently used for replacement of vitamin K-dependent clotting factors and inhibitors proteins C and S in patients bleeding after phenprocoumon or warfarin overdose, in vitamin K-deficient patients presenting life-threatening bleeding, and liver disease.",,0075a5c7e8e74363bef9854e124ca327d761b6fa55206192b1c54eeb443199f7,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10499906,10499906,A1,"Rational, high quality laboratory monitoring before, during, and after infusion of prothrombin complex concentrates.",tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: Prothrombin complex concentrates (PCCs) have been used for over thirty years to treat or prevent bleeding due to hemophilia B, vitamin K deficiency, warfarin overdose, liver disease, or deficiency of one of the prothrombin complex factors.",,c35bf216b59d21090ab50aeab01d2430c547bafee28b23a2be95c94fe8904e80,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10556183,10556183,A1,Analysis of warfarin therapy in pediatric patients: A prospective cohort study of 319 patients.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: Patients were divided into groups by age, target international normalized ratio (INR) range, disease, medications, and vitamin K supplemented enteral nutrition use.",,3fb369a00cfb8baa6f167fe532d9b453ef77d0e629263b43ca6bd7fa730f2288,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10728026,10728026,A1,Monitoring therapy with vitamin K antagonists in patients with lupus anticoagulant: effect on different tests for INR determination.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: Vitamin K antagonists are the treatment of choice in patients with thrombosis, of which the dose is titrated by INR monitoring.",,3d34f098cf7c73d95162c6f2e549be27bed1166599902b85649eecf899487466,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10787117,10787117,A1,Managing the therapeutic dilemma: patients with spontaneous intracerebral hemorrhage and urgent need for anticoagulation.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: As soon as the diagnosis of ICH was established, INR normalization was attempted in all patients by administration of prothrombin complex, fresh frozen plasma, or vitamin K.",,790460fd94b7d9b0962127689d05d484f5af71c9421c20689d68561530dfb085,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10805471,10805471,A1,Budd-Chiari syndrome and inferior vena cava thrombosis in a nephrotic child.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,ABSTRACT: Oral anticoagulation with a vitamin K antagonist was continued for 6 months.,,1ef7486cdbfde4d925e647d83c0a9f914056e68124f5810f4220a5b71e31e3e3,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10850575,10850575,A1,NovoSeven in warfarin-treated patients.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,false,,,"ABSTRACT: An open, multicentre pilot trial is currently under way to determine the effect of recombinant activated factor VII (rFVIIa; NovoSeven) administered to patients experiencing a bleeding episode after receiving vitamin K antagonists.",,62ee5b741531a1382ef1bf51200aeaf798c296ac79ec6edfc1499aa8e9f5069f,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10864707,10864707,A1,Management of anticoagulation in patients with prosthetic heart valves undergoing oral and maxillofacial operations.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: For emergency surgery, partial reversal of anticoagulation with low-dose parenteral vitamin K is obtained.",,262112be97db9c5f92077a39e25221b34806e0e6b95015329b39ecd5f855a4c7,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10881823,10881823,A1,Standard aortic St. Jude valve at 18 years: performance profile and determinants of outcome.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,ABSTRACT: Valve thrombosis occurred in 2 patients (0.04%/patient-year): 1 did not receive vitamin K antagonist treatment and International Normalized Ratio was below target level in the other.,,bf23f99b57a4b80a6420e8ffc2ff395a04a92388e4382e82ffa0b5159889fcac,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10886201,10886201,A1,A prospective randomized study to determine the optimal dose of intravenous vitamin K in reversal of over-warfarinization.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate,true,0.5 mg | 1 mg | 2 mg,,"ABSTRACT: A prospective randomized study to determine the optimal dose of intravenous vitamin K in reversal of over-warfarinization.. | We measured international normalized ratio (INR), activated partial thromboplastin time (APTT) and prothrombin fragment 1 + 2 (F1 + 2) over 7 d in 24 asymptomatic or mildly haemorrhagic patients on warfarin with prolonged INR of > 7.0 who were randomized to receive 0.5 mg, 1 mg or 2 mg intravenous vitamin K. | Of six severely overanticoagulated patients (INR > 9.5 with APTT ratio > 2), five failed to achieve an INR < or = 4.0 on day 1, irrespective of vitamin K dose given.",,4b5426d13a30686b6b849a9094d3e86e0006a354e80d7a6d3276fdbaa76db473,agent_research_prioritization_only,,false,false,false
REC-PUBMED-10899345,10899345,A1,Correlation between different intensities of anti-vitamin K treatment and coagulation parameters.,tier_4_picos_bibliographic,PICOS 직접성 후보이며 서지·초록 기반 추가 검토가 필요합니다.,false,include_candidate_design_unclear,false,,,"ABSTRACT: In order to study the effect of different intensities of anti-vitamin K treatment on coagulation parameters, 23 patients with venous thromboembolism were given, after the initial treatment period, warfarin at doses giving an International Normalised Ratio of 1.3-2.0 for 4 weeks, and of 1.1-1.3 for another 4 weeks.",,bf91f7ea7a4b58b88f8f2b43b88b80007298ab51df492e5dba03b1b52e91a519,agent_research_prioritization_only,,false,false,false
